inventory_id,warehouse_id,variant_id,available_quantity,reserved_quantity,allocated_quantity,backorder_quantity,reorder_level,reorder_quantity,safety_stock,incoming_quantity,average_daily_demand,inventory_status,last_restocked_at,next_expected_restock
INV-00028,WH-001,VAR-0028,74,23,23,0,25,60,15,40,5.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00029,WH-001,VAR-0029,37,21,21,0,25,60,15,40,3.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00030,WH-001,VAR-0030,26,8,8,0,25,60,15,20,7.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00031,WH-001,VAR-0031,121,18,18,0,25,60,15,20,5.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00032,WH-001,VAR-0032,96,19,19,0,25,60,15,40,9.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00033,WH-001,VAR-0033,130,5,5,0,25,60,15,20,7.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00034,WH-001,VAR-0034,88,13,13,0,25,60,15,40,3.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00035,WH-001,VAR-0035,75,10,10,0,25,60,15,40,3.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00036,WH-001,VAR-0036,112,13,13,0,25,60,15,20,6.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00037,WH-001,VAR-0037,33,25,25,0,25,60,15,40,8.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00038,WH-001,VAR-0038,84,24,24,0,25,60,15,20,4.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00039,WH-001,VAR-0039,117,10,10,0,25,60,15,20,7.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00040,WH-001,VAR-0040,82,5,5,0,25,60,15,20,9.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00041,WH-001,VAR-0041,132,14,14,0,25,60,15,20,3.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00042,WH-001,VAR-0042,132,23,23,0,25,60,15,20,3.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00043,WH-001,VAR-0043,82,7,7,0,25,60,15,20,3.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00044,WH-001,VAR-0044,80,22,22,0,25,60,15,20,4.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00045,WH-001,VAR-0045,131,24,24,0,25,60,15,40,9.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00046,WH-001,VAR-0046,138,22,22,0,25,60,15,20,8.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00047,WH-001,VAR-0047,71,25,25,0,25,60,15,40,6.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00048,WH-001,VAR-0048,86,19,19,0,25,60,15,20,4.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00049,WH-001,VAR-0049,28,15,15,0,25,60,15,20,7.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00050,WH-001,VAR-0050,49,23,23,0,25,60,15,20,3.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00051,WH-001,VAR-0051,110,25,25,0,25,60,15,20,4.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00052,WH-001,VAR-0052,135,6,6,0,25,60,15,40,3.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00053,WH-001,VAR-0053,50,13,13,0,25,60,15,40,4.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00054,WH-001,VAR-0054,36,23,23,0,25,60,15,40,4.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00055,WH-001,VAR-0055,80,18,18,0,25,60,15,20,3.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00056,WH-001,VAR-0056,104,18,18,0,25,60,15,40,6.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00057,WH-001,VAR-0057,79,6,6,0,25,60,15,20,3.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00058,WH-001,VAR-0058,113,15,15,0,25,60,15,20,4.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00059,WH-001,VAR-0059,44,22,22,0,25,60,15,40,4.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00060,WH-001,VAR-0060,43,13,13,0,25,60,15,40,4.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00061,WH-001,VAR-0061,138,7,7,0,25,60,15,40,8.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00062,WH-001,VAR-0062,129,22,22,0,25,60,15,20,3.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00063,WH-001,VAR-0063,89,5,5,0,25,60,15,20,9.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00064,WH-001,VAR-0064,128,12,12,0,25,60,15,20,5.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00065,WH-001,VAR-0065,81,11,11,0,25,60,15,40,9.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00066,WH-001,VAR-0066,41,17,17,0,25,60,15,20,9.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00067,WH-001,VAR-0067,53,19,19,0,25,60,15,40,6.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00068,WH-001,VAR-0068,113,22,22,0,25,60,15,40,4.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00069,WH-001,VAR-0069,57,11,11,0,25,60,15,20,7.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00070,WH-001,VAR-0070,89,6,6,0,25,60,15,40,3.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00071,WH-001,VAR-0071,94,20,20,0,25,60,15,20,3.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00072,WH-001,VAR-0072,85,7,7,0,25,60,15,20,3.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00073,WH-001,VAR-0073,28,12,12,0,25,60,15,40,3.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00074,WH-001,VAR-0074,133,23,23,0,25,60,15,20,7.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00075,WH-001,VAR-0075,25,24,24,0,25,60,15,20,5.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00076,WH-001,VAR-0076,94,23,23,0,25,60,15,40,9.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00077,WH-001,VAR-0077,46,15,15,0,25,60,15,20,4.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00078,WH-001,VAR-0078,36,25,25,0,25,60,15,40,6.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00079,WH-001,VAR-0079,138,7,7,0,25,60,15,20,6.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00080,WH-001,VAR-0080,92,8,8,0,25,60,15,20,6.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00081,WH-001,VAR-0081,84,13,13,0,25,60,15,20,9.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00082,WH-001,VAR-0082,132,7,7,0,25,60,15,20,5.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00083,WH-001,VAR-0083,40,19,19,0,25,60,15,40,7.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00084,WH-001,VAR-0084,123,25,25,0,25,60,15,20,7.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00085,WH-001,VAR-0085,90,14,14,0,25,60,15,20,9.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00086,WH-001,VAR-0086,37,13,13,0,25,60,15,20,9.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00087,WH-001,VAR-0087,115,22,22,0,25,60,15,20,4.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00088,WH-001,VAR-0088,97,11,11,0,25,60,15,40,4.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00089,WH-001,VAR-0089,101,13,13,0,25,60,15,40,4.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00090,WH-001,VAR-0090,136,6,6,0,25,60,15,20,7.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00091,WH-001,VAR-0091,126,13,13,0,25,60,15,20,3.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00092,WH-001,VAR-0092,118,9,9,0,25,60,15,40,4.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00093,WH-001,VAR-0093,76,22,22,0,25,60,15,40,6.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00094,WH-001,VAR-0094,34,7,7,0,25,60,15,20,6.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00095,WH-001,VAR-0095,126,16,16,0,25,60,15,20,6.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00096,WH-001,VAR-0096,25,14,14,0,25,60,15,40,9.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00097,WH-001,VAR-0097,121,6,6,0,25,60,15,40,4.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00098,WH-001,VAR-0098,51,8,8,0,25,60,15,40,8.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00099,WH-001,VAR-0099,15,4,4,0,5,12,3,8,0.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00100,WH-001,VAR-0100,9,1,1,0,5,12,3,0,1.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00101,WH-001,VAR-0101,2,0,0,0,5,12,3,8,1.9,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00102,WH-001,VAR-0102,15,1,1,0,5,12,3,4,0.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00103,WH-001,VAR-0103,5,3,3,0,5,12,3,0,1.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00104,WH-001,VAR-0104,9,1,1,0,5,12,3,4,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00105,WH-001,VAR-0105,9,1,1,0,5,12,3,0,1.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00106,WH-001,VAR-0106,14,2,2,0,5,12,3,4,1.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00107,WH-001,VAR-0107,10,2,2,0,5,12,3,8,1.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00108,WH-001,VAR-0108,19,2,2,0,5,12,3,0,0.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00109,WH-001,VAR-0109,10,1,1,0,5,12,3,8,1.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00110,WH-001,VAR-0110,10,0,0,0,5,12,3,0,1.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00111,WH-001,VAR-0111,13,2,2,0,5,12,3,4,1.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00112,WH-001,VAR-0112,18,0,0,0,5,12,3,4,1.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00113,WH-001,VAR-0113,8,2,2,0,5,12,3,0,1.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00114,WH-001,VAR-0114,2,2,2,0,5,12,3,8,1.5,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00115,WH-001,VAR-0115,8,2,2,0,5,12,3,4,0.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00116,WH-001,VAR-0116,12,4,4,0,5,12,3,4,1.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00117,WH-001,VAR-0117,5,2,2,0,5,12,3,8,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00118,WH-001,VAR-0118,15,2,2,0,5,12,3,4,1.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00119,WH-001,VAR-0119,19,1,1,0,5,12,3,0,1.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00120,WH-001,VAR-0120,14,1,1,0,5,12,3,8,1.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00121,WH-001,VAR-0121,14,4,4,0,5,12,3,0,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00122,WH-001,VAR-0122,8,3,3,0,5,12,3,8,1.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00123,WH-001,VAR-0123,12,3,3,0,5,12,3,4,1.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00124,WH-001,VAR-0124,8,4,4,0,5,12,3,4,1.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00125,WH-001,VAR-0125,7,0,0,0,5,12,3,4,1.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00126,WH-001,VAR-0126,12,0,0,0,5,12,3,0,1.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00127,WH-001,VAR-0127,9,1,1,0,5,12,3,0,0.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00128,WH-001,VAR-0128,9,3,3,0,5,12,3,8,1.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00129,WH-001,VAR-0129,2,1,1,1,4,10,2,6,0.8,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00130,WH-001,VAR-0130,12,3,3,1,4,10,2,4,0.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00131,WH-001,VAR-0131,11,0,0,0,4,10,2,4,0.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00132,WH-001,VAR-0132,13,3,3,0,4,10,2,6,0.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00133,WH-001,VAR-0133,14,0,0,1,4,10,2,0,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00134,WH-001,VAR-0134,12,12,12,8,6,20,4,8,1.5,BACKORDER,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00135,WH-001,VAR-0135,11,2,2,1,4,10,2,6,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00136,WH-001,VAR-0136,15,3,3,2,4,10,2,4,1.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00137,WH-001,VAR-0137,12,3,3,1,4,10,2,4,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00138,WH-001,VAR-0138,14,2,2,2,4,10,2,4,0.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00139,WH-001,VAR-0139,5,3,3,0,4,10,2,6,0.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00140,WH-001,VAR-0140,5,2,2,0,4,10,2,6,0.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00141,WH-001,VAR-0141,3,1,1,1,4,10,2,6,0.4,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00142,WH-001,VAR-0142,4,0,0,1,4,10,2,4,0.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00143,WH-001,VAR-0143,8,3,3,0,4,10,2,0,1.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00144,WH-001,VAR-0144,7,0,0,2,4,10,2,4,0.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00145,WH-001,VAR-0145,6,2,2,1,4,10,2,4,0.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00146,WH-001,VAR-0146,12,1,1,1,4,10,2,0,0.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00147,WH-001,VAR-0147,8,0,0,1,4,10,2,4,0.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00148,WH-001,VAR-0148,13,3,3,0,4,10,2,4,1.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00149,WH-001,VAR-0149,10,0,0,1,4,10,2,6,0.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00150,WH-001,VAR-0150,1,0,0,1,4,10,2,0,1.1,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00151,WH-001,VAR-0151,3,0,0,0,4,10,2,4,0.5,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00152,WH-001,VAR-0152,8,2,2,0,4,10,2,4,0.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00153,WH-001,VAR-0153,14,3,3,0,4,10,2,0,0.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00154,WH-001,VAR-0154,12,0,0,0,4,10,2,0,0.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00155,WH-001,VAR-0155,13,0,0,0,4,10,2,0,0.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00156,WH-001,VAR-0156,1,0,0,0,4,10,2,0,0.7,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00157,WH-001,VAR-0157,2,2,2,0,4,10,2,4,0.9,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00158,WH-001,VAR-0158,13,2,2,0,4,10,2,6,0.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00159,WH-001,VAR-0159,12,0,0,0,4,10,2,4,0.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00160,WH-001,VAR-0160,1,1,1,2,4,10,2,6,1.1,LOW_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00161,WH-001,VAR-0161,34,7,7,0,12,30,8,10,1.8,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00162,WH-001,VAR-0162,54,4,4,0,12,30,8,10,3.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00163,WH-001,VAR-0163,29,10,10,0,12,30,8,10,4.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00164,WH-001,VAR-0164,46,1,1,0,12,30,8,20,3.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00165,WH-001,VAR-0165,52,6,6,0,12,30,8,10,3.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00166,WH-001,VAR-0166,31,1,1,0,12,30,8,20,4.4,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00167,WH-001,VAR-0167,16,7,7,0,12,30,8,20,3.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00168,WH-001,VAR-0168,39,3,3,0,12,30,8,20,2.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00169,WH-001,VAR-0169,43,5,5,0,12,30,8,20,3.1,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00170,WH-001,VAR-0170,56,10,10,0,12,30,8,20,2.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00171,WH-001,VAR-0171,25,2,2,0,12,30,8,20,4.6,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00172,WH-001,VAR-0172,25,8,8,0,12,30,8,20,2.7,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00173,WH-001,VAR-0173,41,6,6,0,12,30,8,10,3.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00174,WH-001,VAR-0174,32,5,5,0,12,30,8,20,2.5,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00175,WH-001,VAR-0175,48,5,5,0,12,30,8,10,3.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00176,WH-001,VAR-0176,22,2,2,0,12,30,8,10,4.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00177,WH-001,VAR-0177,41,9,9,0,12,30,8,10,3.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00178,WH-001,VAR-0178,51,8,8,0,12,30,8,20,4.3,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00179,WH-001,VAR-0179,15,5,5,0,12,30,8,10,2.9,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00180,WH-001,VAR-0180,25,5,5,0,12,30,8,20,3.2,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
INV-00181,WH-001,VAR-0181,43,6,6,0,12,30,8,20,5.0,IN_STOCK,2026-02-15T10:00:00Z,2026-03-25T10:00:00Z
