quotation_id,quotation_number,customer_id,quotation_date,valid_until,currency,subtotal,discount_total,tax_total,grand_total,status,approval_status,deal_health,created_by,notes
QT-MUM-0012,QT-MUM-2026-0012,CUST-012,2026-01-09,2026-02-08,INR,25808745.00,2461700.00,4202468.10,27549513.10,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Imperial Maritime Shipping & Tankers Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0013,QT-MUM-2026-0013,CUST-013,2026-01-12,2026-02-11,INR,2693795.00,208049.85,447434.13,2933179.28,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Omicron Asset Management Advisory Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0014,QT-MUM-2026-0014,CUST-014,2026-01-15,2026-02-14,INR,28100000.00,1939200.00,4708944.00,30869744.00,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Novartis Discovery Labs Western India covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0015,QT-MUM-2026-0015,CUST-015,2026-01-18,2026-02-17,INR,17846700.00,746862.50,3077970.75,20177808.25,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Citadel Reinsurance Underwriters Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0016,QT-MUM-2026-0016,CUST-016,2026-01-21,2026-02-20,INR,37130760.00,2189546.00,6289418.52,41230632.52,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Trident Hospitality & Luxury Resorts Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0017,QT-MUM-2026-0017,CUST-017,2026-01-24,2026-02-23,INR,30412000.00,1547700.00,5195574.00,34059874.00,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Prism Interactive Advertising Network covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0018,QT-MUM-2026-0018,CUST-018,2026-01-27,2026-02-26,INR,106153200.00,5434200.00,18129420.00,118848420.00,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Equinox Quantitative Trading Technologies covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0019,QT-MUM-2026-0019,CUST-019,2026-01-02,2026-02-01,INR,19864100.00,1824957.00,3247045.74,21286188.74,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Zenith Legal Advisors & Solictors LLP covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0020,QT-MUM-2026-0020,CUST-020,2026-01-05,2026-02-04,INR,26367200.00,2006034.00,4385009.88,28746175.88,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Aura Consumer Goods FMCG Holdings Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0021,QT-MUM-2026-0021,CUST-021,2026-01-08,2026-02-07,INR,10671600.00,478010.00,1834846.20,12028436.20,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Falcon Aviation & Charter Services Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0022,QT-MUM-2026-0022,CUST-022,2026-01-11,2026-02-10,INR,86634000.00,4361280.00,14809089.60,97081809.60,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Reliance PetroChem Trading International covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0023,QT-MUM-2026-0023,CUST-023,2026-01-14,2026-02-13,INR,3337500.00,191565.00,566268.30,3712203.30,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Pinnacle Real Estate Developers Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0024,QT-MUM-2026-0024,CUST-024,2026-01-17,2026-02-16,INR,15235340.00,958920.00,2569755.60,16846175.60,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Starlight Film Studios & Digital VFX Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0025,QT-MUM-2026-0025,CUST-025,2026-01-20,2026-02-19,INR,14982200.00,938100.00,2527938.00,16572038.00,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Lumina Diagnostics & Genomic Labs covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0026,QT-MUM-2026-0026,CUST-026,2026-01-23,2026-02-22,INR,32994000.00,1633320.00,5644922.40,37005602.40,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Goldcrest Bullion & Commodity Traders covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0027,QT-MUM-2026-0027,CUST-027,2026-01-26,2026-02-25,INR,46756500.00,2451485.00,7974902.70,52279917.70,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Mahindra Auto Component Design Labs covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0028,QT-MUM-2026-0028,CUST-028,2026-01-01,2026-01-31,INR,4487200.00,438720.00,728726.40,4777206.40,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Sterling Microfinance Bank Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0029,QT-MUM-2026-0029,CUST-029,2026-01-04,2026-02-03,INR,6607500.00,476550.00,1103571.00,7234521.00,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Quantum Pay Gateway Solutions Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0030,QT-MUM-2026-0030,CUST-030,2026-01-07,2026-02-06,INR,4275600.00,500016.00,679605.12,4455189.12,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Tata Consumer Brands Global HQ covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0031,QT-MUM-2026-0031,CUST-031,2026-01-10,2026-02-09,INR,21754500.00,1614915.00,3625125.30,23764710.30,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Bombay Freight Forwarders Consortium covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0032,QT-MUM-2026-0032,CUST-032,2026-01-13,2026-02-12,INR,20936750.00,1261540.00,3541537.80,23216747.80,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Oberoi Luxury Residential Estates Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0033,QT-MUM-2026-0033,CUST-033,2026-01-16,2026-02-15,INR,43863500.00,3153775.00,7327750.50,48037475.50,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Aura Health Insurance TPA Services covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0034,QT-MUM-2026-0034,CUST-034,2026-01-19,2026-02-18,INR,131961800.00,3223635.00,23172869.70,151911034.70,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for SunGard Financial Technology Labs covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0035,QT-MUM-2026-0035,CUST-035,2026-01-22,2026-02-21,INR,53707200.00,3012990.00,9124957.80,59819167.80,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Navi Mumbai Data Center Co-location Ltd covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0036,QT-MUM-2026-0036,CUST-036,2026-01-25,2026-02-24,INR,28871280.00,599378.00,5088942.36,33360844.36,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Castrol Industrial Lubricants India covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0037,QT-MUM-2026-0037,CUST-037,2026-01-28,2026-02-27,INR,96025200.00,3586444.00,16638976.08,109077732.08,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Global Wealth Family Office Advisors covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0038,QT-MUM-2026-0038,CUST-038,2026-01-03,2026-02-02,INR,19929560.00,1406396.00,3334169.52,21857333.52,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Cipla Respiratory Formulations Unit covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0039,QT-MUM-2026-0039,CUST-039,2026-01-06,2026-02-05,INR,8290700.00,680702.00,1369799.64,8979797.64,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Star Television Content Studios covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0040,QT-MUM-2026-0040,CUST-040,2026-01-09,2026-02-08,INR,48730000.00,2772270.00,8272391.40,54230121.40,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for BlueDart Express National Staging Hub covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0041,QT-MUM-2026-0041,CUST-041,2026-01-12,2026-02-11,INR,80925540.00,2273560.00,14157356.40,92809336.40,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Larsen & Toubro Heavy Engineering HQ covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0042,QT-MUM-2026-0042,CUST-042,2026-01-15,2026-02-14,INR,11154120.00,965021.40,1834037.75,12023136.35,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Godrej Consumer Products Global covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0043,QT-MUM-2026-0043,CUST-043,2026-01-18,2026-02-17,INR,62690920.00,5775796.00,10244722.32,67159846.32,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Kotak Private Equity & Venture Partners covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0044,QT-MUM-2026-0044,CUST-044,2026-01-21,2026-02-20,INR,32361250.00,773760.00,5685748.20,37273238.20,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Hindalco Metal Trading Division covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0045,QT-MUM-2026-0045,CUST-045,2026-02-24,2026-03-26,INR,18727100.00,1389915.00,3120693.30,20457878.30,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Edelweiss Capital Institutional Equities covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0046,QT-MUM-2026-0046,CUST-046,2026-02-27,2026-03-29,INR,20097000.00,196590.00,3582073.80,23482483.80,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Piramal Pharma Solutions Corporate covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0047,QT-MUM-2026-0047,CUST-047,2026-02-02,2026-03-04,INR,16964000.00,1678400.00,2751408.00,18037008.00,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Tata Memorial Cancer Care Clinical IT covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0048,QT-MUM-2026-0048,CUST-048,2026-02-05,2026-03-07,INR,46865800.00,1719840.00,8126272.80,53272232.80,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Bennett Coleman & Co Media Technologies covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0049,QT-MUM-2026-0049,CUST-049,2026-02-08,2026-03-10,INR,14932000.00,1190680.00,2473437.60,16214757.60,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Allcargo Multi-Modal Logistics Hub covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0050,QT-MUM-2026-0050,CUST-050,2026-02-11,2026-03-13,INR,14503200.00,1510680.00,2338653.60,15331173.60,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Taj Luxury Hotels & Hospitality Group covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0051,QT-MUM-2026-0051,CUST-051,2026-02-14,2026-03-16,INR,29850100.00,3065695.00,4821192.90,31605597.90,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for FinTech Nexus Payment Gateway LLP covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0052,QT-MUM-2026-0052,CUST-052,2026-02-17,2026-03-19,INR,9734000.00,562320.00,1650902.40,10822582.40,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for MarineLine Customs Clearing Agency covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0053,QT-MUM-2026-0053,CUST-053,2026-02-20,2026-03-22,INR,25697800.00,2568385.00,4163294.70,27292709.70,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Boutique Wealth Advisory Partners covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0054,QT-MUM-2026-0054,CUST-054,2026-02-23,2026-03-25,INR,7075900.00,391095.00,1203264.90,7888069.90,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Powai AI Algorithmic Analytics Labs covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0055,QT-MUM-2026-0055,CUST-055,2026-02-26,2026-03-28,INR,32916000.00,1553040.00,5645332.80,37008292.80,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Colaba Capital Seed Ventures covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0056,QT-MUM-2026-0056,CUST-056,2026-02-01,2026-03-03,INR,6143200.00,491600.00,1017288.00,6668888.00,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Apex Pharma Formulations Thane covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0057,QT-MUM-2026-0057,CUST-057,2026-02-04,2026-03-06,INR,11214850.00,808332.50,1873173.15,12279690.65,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Khar Digital Advertising & Branding Studio covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0058,QT-MUM-2026-0058,CUST-058,2026-02-07,2026-03-09,INR,52775000.00,2909000.00,8975880.00,58841880.00,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Navi Mumbai Cold Storage Logistics covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0059,QT-MUM-2026-0059,CUST-059,2026-02-10,2026-03-12,INR,23342900.00,2455657.50,3759703.65,24646946.15,Confirmed,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Malabar Hill Legal Consultants covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0060,QT-MUM-2026-0060,CUST-060,2026-02-13,2026-03-15,INR,11444898.00,1027059.76,1875210.88,12293049.12,Approved,Approved,Healthy,Vikramaditya Singhania,"Mumbai commercial proposal for Bandra Boutique Hospitality Suites covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0061,QT-MUM-2026-0061,CUST-061,2026-02-16,2026-03-18,INR,12688800.00,1048800.00,2095200.00,13735200.00,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Goregaon Animation & Gaming Works covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0062,QT-MUM-2026-0062,CUST-062,2026-02-19,2026-03-21,INR,18910000.00,1078340.00,3209698.80,21041358.80,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Thane Precision Auto Machining covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0063,QT-MUM-2026-0063,CUST-063,2026-02-22,2026-03-24,INR,78724600.00,4348324.00,13387729.68,87764005.68,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Sahar Airport Freight Clearance LLP covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0064,QT-MUM-2026-0064,CUST-064,2026-02-25,2026-03-27,INR,10356600.00,1219980.00,1644591.60,10781211.60,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Juhu Beach Event Management Partners covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0065,QT-MUM-2026-0065,CUST-065,2026-02-28,2026-03-30,INR,10993400.00,380880.00,1910253.60,12522773.60,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Chembur Diagnostics & Pathology Lab covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0066,QT-MUM-2026-0066,CUST-066,2026-02-03,2026-03-05,INR,1454800.00,46440.00,253504.80,1661864.80,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Vashi Retail Electronics Distribution covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0067,QT-MUM-2026-0067,CUST-067,2026-02-06,2026-03-08,INR,8456360.00,265878.00,1474286.76,9664768.76,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Lower Parel Creative Architecture Studio covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0068,QT-MUM-2026-0068,CUST-068,2026-02-09,2026-03-11,INR,6603380.00,365817.60,1122761.23,7360323.63,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Ghatkopar Paper & Packaging Traders covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0069,QT-MUM-2026-0069,CUST-069,2026-02-12,2026-03-14,INR,23572500.00,1576905.00,3959207.10,25954802.10,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Dadar Commercial Offset Printers LLP covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0070,QT-MUM-2026-0070,CUST-070,2026-02-15,2026-03-17,INR,11297600.00,706000.00,1906488.00,12498088.00,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Andheri Telemarketing & BPO Hub covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0071,QT-MUM-2026-0071,CUST-071,2026-02-18,2026-03-20,INR,16443990.00,637679.50,2845135.89,18651446.39,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Worli Point Boutique PR & Communications covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0072,QT-MUM-2026-0072,CUST-072,2026-02-21,2026-03-23,INR,62560075.00,2297204.25,10847316.73,71110187.48,Sent,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Kalyan Regional Bulk Distributors covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0073,QT-MUM-2026-0073,CUST-073,2026-02-24,2026-03-26,INR,14614000.00,946410.00,2460166.20,16127756.20,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Santacruz Diamond Cutting & Export LLP covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0074,QT-MUM-2026-0074,CUST-074,2026-02-27,2026-03-29,INR,22128000.00,378720.00,3914870.40,25664150.40,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Mahim Bay Educational Coaching Network covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0075,QT-MUM-2026-0075,CUST-075,2026-02-02,2026-03-04,INR,21876000.00,106550.00,3918501.00,25687951.00,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Airoli Cloud Microservices Development covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0076,QT-MUM-2026-0076,CUST-076,2026-02-05,2026-03-07,INR,20954000.00,1525100.00,3497202.00,22926102.00,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Borivali Engineering Consulting Associates covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0077,QT-MUM-2026-0077,CUST-077,2026-02-08,2026-03-10,INR,10913800.00,571180.00,1861671.60,12204291.60,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Mulund Clean Energy & Solar Solutions covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0078,QT-MUM-2026-0078,CUST-078,2026-02-11,2026-03-13,INR,7391200.00,558903.50,1229813.37,8062109.87,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Mazgaon Marine Equipment Repair Yard covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0079,QT-MUM-2026-0079,CUST-079,2026-02-14,2026-03-16,INR,6021000.00,645975.00,967504.50,6342529.50,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Girgaon Cultural Event Broadcasting Co covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0080,QT-MUM-2026-0080,CUST-080,2026-02-17,2026-03-19,INR,84646560.00,891796.00,15075857.52,98830621.52,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Kanjurmarg Optical Telecom Installers covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0081,QT-MUM-2026-0081,CUST-081,2026-02-20,2026-03-22,INR,13785460.00,683972.00,2358267.84,15459755.84,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Tardeo Commercial Printing & Graphics covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0082,QT-MUM-2026-0082,CUST-082,2026-02-23,2026-03-25,INR,30201000.00,445250.00,5356035.00,35111785.00,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Sion Local Area Network Installers covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0083,QT-MUM-2026-0083,CUST-083,2026-02-26,2026-03-28,INR,85414000.00,8650800.00,13817376.00,90580576.00,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Charni Road Tax & Audit Services covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0084,QT-MUM-2026-0084,CUST-084,2026-02-01,2026-03-03,INR,26691350.00,1632075.00,4510669.50,29569944.50,Under Negotiation,Not Required,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Kurla Auto Spares Wholesale Hub covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0085,QT-MUM-2026-0085,CUST-085,2026-02-04,2026-03-06,INR,5163600.00,331520.00,869774.40,5701854.40,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Kandivali Medical Supply Distributors covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0086,QT-MUM-2026-0086,CUST-086,2026-02-07,2026-03-09,INR,15641600.00,1113460.00,2615065.20,17143205.20,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Bhandup Light Engineering Works covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0087,QT-MUM-2026-0087,CUST-087,2026-02-10,2026-03-12,INR,50507000.00,3673012.50,8430117.75,55264105.25,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Vile Parle Commerce Tutoring Centre covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0088,QT-MUM-2026-0088,CUST-088,2026-02-13,2026-03-15,INR,35069910.00,3086797.00,5756960.34,37740073.34,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Byculla Textile Export Brokers covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0089,QT-MUM-2026-0089,CUST-089,2026-02-16,2026-03-18,INR,9662035.00,26618.40,1734374.99,11369791.59,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Malad Hardware & Electrical Stores covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0090,QT-MUM-2026-0090,CUST-090,2026-02-19,2026-03-21,INR,26744500.00,2353000.00,4390470.00,28781970.00,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Mira Road Office Stationery Mart covering enterprise IT hardware procurement, integration and SLA services."
QT-MUM-0091,QT-MUM-2026-0091,CUST-091,2026-02-22,2026-03-24,INR,6968000.00,665900.00,1134378.00,7436478.00,Pending Approval,Pending Approval,Watch,Vikramaditya Singhania,"Mumbai commercial proposal for Ghansoli Telecom Infrastructure Techs covering enterprise IT hardware procurement, integration and SLA services."
