customer_id,customer_code,company_name,industry,customer_tier,city,state,country,billing_address,shipping_address,credit_limit,payment_terms_days,account_manager,status
CUST-039,MUM-CORP-039,Star Television Content Studios,Media & Entertainment,Enterprise,Mumbai,Maharashtra,India,"Urmi Estate, 95 Ganpatrao Kadam Marg, Lower Parel, Mumbai 400013","Urmi Estate, 95 Ganpatrao Kadam Marg, Lower Parel, Mumbai 400013",15500000.0,45,Rohan Mehra,ACTIVE
CUST-040,MUM-CORP-040,BlueDart Express National Staging Hub,Logistics,Enterprise,Mumbai,Maharashtra,India,"Blue Dart Centre, Sahar Airport Road, Andheri East, Mumbai 400099","Blue Dart Centre, Sahar Airport Road, Andheri East, Mumbai 400099",19000000.0,45,Sunil Deshmukh,ACTIVE
CUST-041,MUM-CORP-041,Larsen & Toubro Heavy Engineering HQ,Engineering & Construction,Enterprise,Mumbai,Maharashtra,India,"L&T House, Ballard Estate, Mumbai 400001","L&T House, Ballard Estate, Mumbai 400001",25000000.0,60,Vikramaditya Singhania,ACTIVE
CUST-042,MUM-CORP-042,Godrej Consumer Products Global,Manufacturing - FMCG,Enterprise,Mumbai,Maharashtra,India,"Godrej One, Pirojshanagar, Eastern Express Highway, Vikhroli East, Mumbai 400079","Godrej One, Pirojshanagar, Eastern Express Highway, Vikhroli East, Mumbai 400079",22000000.0,60,Siddharth Nair,ACTIVE
CUST-043,MUM-CORP-043,Kotak Private Equity & Venture Partners,BFSI - Private Equity,Enterprise,Mumbai,Maharashtra,India,"27 BKC, C-27, G Block, Bandra Kurla Complex, Mumbai 400051","27 BKC, C-27, G Block, Bandra Kurla Complex, Mumbai 400051",24000000.0,60,Aditya Birla,ACTIVE
CUST-044,MUM-CORP-044,Hindalco Metal Trading Division,Metals & Mining,Enterprise,Mumbai,Maharashtra,India,"Ahura Centre, B-Wing, Mahakali Caves Road, Andheri East, Mumbai 400093","Ahura Centre, B-Wing, Mahakali Caves Road, Andheri East, Mumbai 400093",16500000.0,45,Rohan Mehra,ACTIVE
CUST-045,MUM-CORP-045,Edelweiss Capital Institutional Equities,BFSI - Brokerage,Enterprise,Mumbai,Maharashtra,India,"Edelweiss House, Off CST Road, Kalina, Santacruz East, Mumbai 400098","Edelweiss House, Off CST Road, Kalina, Santacruz East, Mumbai 400098",18500000.0,45,Pooja Desai,ACTIVE
CUST-046,MUM-CORP-046,Piramal Pharma Solutions Corporate,Pharmaceuticals,Enterprise,Mumbai,Maharashtra,India,"Piramal Ananta, Agastya Corporate Park, Kurla West, Mumbai 400070","Piramal Ananta, Agastya Corporate Park, Kurla West, Mumbai 400070",21000000.0,60,Vikramaditya Singhania,ACTIVE
CUST-047,MUM-CORP-047,Tata Memorial Cancer Care Clinical IT,Healthcare,Enterprise,Mumbai,Maharashtra,India,"Dr. E Borges Road, Parel, Mumbai 400012","Dr. E Borges Road, Parel, Mumbai 400012",14500000.0,45,Siddharth Nair,ACTIVE
CUST-048,MUM-CORP-048,Bennett Coleman & Co Media Technologies,Media & Publishing,Enterprise,Mumbai,Maharashtra,India,"Times of India Building, Dr. DN Road, Fort, Mumbai 400001","Times of India Building, Dr. DN Road, Fort, Mumbai 400001",17000000.0,45,Rohan Mehra,ACTIVE
CUST-049,MUM-CORP-049,Allcargo Multi-Modal Logistics Hub,Logistics,Enterprise,Mumbai,Maharashtra,India,"Allcargo House, CST Road, Kalina, Santacruz East, Mumbai 400098","Allcargo House, CST Road, Kalina, Santacruz East, Mumbai 400098",15500000.0,45,Sunil Deshmukh,ACTIVE
CUST-050,MUM-CORP-050,Taj Luxury Hotels & Hospitality Group,Hospitality,Enterprise,Mumbai,Maharashtra,India,"Apollo Bunder, Colaba, Mumbai 400001","Apollo Bunder, Colaba, Mumbai 400001",16000000.0,45,Aditya Birla,ACTIVE
CUST-051,MUM-CORP-051,FinTech Nexus Payment Gateway LLP,FinTech,SMB,Mumbai,Maharashtra,India,"Trade Star Building, Andheri-Kurla Road, Andheri East, Mumbai 400059","Trade Star Building, Andheri-Kurla Road, Andheri East, Mumbai 400059",4500000.0,30,Aditya Birla,ACTIVE
CUST-052,MUM-CORP-052,MarineLine Customs Clearing Agency,Logistics,SMB,Mumbai,Maharashtra,India,"Wavell House, Graham Road, Ballard Estate, Mumbai 400001","Wavell House, Graham Road, Ballard Estate, Mumbai 400001",3500000.0,30,Sunil Deshmukh,ACTIVE
CUST-053,MUM-CORP-053,Boutique Wealth Advisory Partners,Wealth Management,SMB,Mumbai,Maharashtra,India,"Raheja Chambers, Free Press Journal Marg, Nariman Point, Mumbai 400021","Raheja Chambers, Free Press Journal Marg, Nariman Point, Mumbai 400021",5000000.0,30,Pooja Desai,ACTIVE
CUST-054,MUM-CORP-054,Powai AI Algorithmic Analytics Labs,SaaS & AI,SMB,Mumbai,Maharashtra,India,"Ventura Building, Hiranandani Business Park, Powai, Mumbai 400076","Ventura Building, Hiranandani Business Park, Powai, Mumbai 400076",6000000.0,30,Rohan Mehra,ACTIVE
CUST-055,MUM-CORP-055,Colaba Capital Seed Ventures,Venture Capital,SMB,Mumbai,Maharashtra,India,"Waterfield Road, Bandra West, Mumbai 400050","Waterfield Road, Bandra West, Mumbai 400050",4000000.0,30,Aditya Birla,ACTIVE
CUST-056,MUM-CORP-056,Apex Pharma Formulations Thane,Pharma,SMB,Mumbai,Maharashtra,India,"Wagle Industrial Estate, Road No 16, Thane West, Maharashtra 400604","Wagle Industrial Estate, Road No 16, Thane West, Maharashtra 400604",5500000.0,30,Pooja Desai,ACTIVE
CUST-057,MUM-CORP-057,Khar Digital Advertising & Branding Studio,Advertising,SMB,Mumbai,Maharashtra,India,"Linking Road, Khar West, Mumbai 400052","Linking Road, Khar West, Mumbai 400052",3000000.0,15,Siddharth Nair,ACTIVE
CUST-058,MUM-CORP-058,Navi Mumbai Cold Storage Logistics,Logistics,SMB,Mumbai,Maharashtra,India,"APMC Market Yard II, Turbhe, Navi Mumbai 400705","APMC Market Yard II, Turbhe, Navi Mumbai 400705",4200000.0,30,Sunil Deshmukh,ACTIVE
CUST-059,MUM-CORP-059,Malabar Hill Legal Consultants,Legal,SMB,Mumbai,Maharashtra,India,"Mittal Tower, B Wing, Nariman Point, Mumbai 400021","Mittal Tower, B Wing, Nariman Point, Mumbai 400021",3800000.0,30,Aditya Birla,ACTIVE
CUST-060,MUM-CORP-060,Bandra Boutique Hospitality Suites,Hospitality,SMB,Mumbai,Maharashtra,India,"Turner Road, Bandra West, Mumbai 400050","Turner Road, Bandra West, Mumbai 400050",3200000.0,15,Rohan Mehra,ACTIVE
CUST-061,MUM-CORP-061,Goregaon Animation & Gaming Works,Gaming & Animation,SMB,Mumbai,Maharashtra,India,"Lotus Corporate Park, Laxmi Nagar, Goregaon East, Mumbai 400063","Lotus Corporate Park, Laxmi Nagar, Goregaon East, Mumbai 400063",4800000.0,30,Siddharth Nair,ACTIVE
CUST-062,MUM-CORP-062,Thane Precision Auto Machining,Manufacturing,SMB,Mumbai,Maharashtra,India,"Pokhran Road No 2, Majiwada, Thane West 400601","Pokhran Road No 2, Majiwada, Thane West 400601",3600000.0,30,Sunil Deshmukh,ACTIVE
CUST-063,MUM-CORP-063,Sahar Airport Freight Clearance LLP,Logistics,SMB,Mumbai,Maharashtra,India,"IAAI Cargo Complex, Sahar, Andheri East, Mumbai 400099","IAAI Cargo Complex, Sahar, Andheri East, Mumbai 400099",2800000.0,15,Sunil Deshmukh,ACTIVE
CUST-064,MUM-CORP-064,Juhu Beach Event Management Partners,Media & Events,SMB,Mumbai,Maharashtra,India,"JVPD Scheme, 10th Road, Juhu, Mumbai 400049","JVPD Scheme, 10th Road, Juhu, Mumbai 400049",2500000.0,15,Rohan Mehra,ACTIVE
CUST-065,MUM-CORP-065,Chembur Diagnostics & Pathology Lab,Healthcare,SMB,Mumbai,Maharashtra,India,"Sion-Trombay Road, Chembur, Mumbai 400071","Sion-Trombay Road, Chembur, Mumbai 400071",3400000.0,30,Pooja Desai,ACTIVE
CUST-066,MUM-CORP-066,Vashi Retail Electronics Distribution,Retail,SMB,Mumbai,Maharashtra,India,"Sector 17, Vashi, Navi Mumbai 400703","Sector 17, Vashi, Navi Mumbai 400703",4600000.0,30,Sunil Deshmukh,ACTIVE
CUST-067,MUM-CORP-067,Lower Parel Creative Architecture Studio,Architecture & Design,SMB,Mumbai,Maharashtra,India,"Mathuradas Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai 400013","Mathuradas Mills Compound, Senapati Bapat Marg, Lower Parel, Mumbai 400013",3200000.0,30,Siddharth Nair,ACTIVE
CUST-068,MUM-CORP-068,Ghatkopar Paper & Packaging Traders,Packaging,SMB,Mumbai,Maharashtra,India,"LBS Marg, Ghatkopar West, Mumbai 400086","LBS Marg, Ghatkopar West, Mumbai 400086",2900000.0,15,Rohan Mehra,ACTIVE
CUST-069,MUM-CORP-069,Dadar Commercial Offset Printers LLP,Printing & Publishing,SMB,Mumbai,Maharashtra,India,"Ranade Road, Dadar West, Mumbai 400028","Ranade Road, Dadar West, Mumbai 400028",3100000.0,15,Aditya Birla,ACTIVE
CUST-070,MUM-CORP-070,Andheri Telemarketing & BPO Hub,BPO & Customer Care,SMB,Mumbai,Maharashtra,India,"Chakala, Andheri-Ghatkopar Link Road, Andheri East, Mumbai 400093","Chakala, Andheri-Ghatkopar Link Road, Andheri East, Mumbai 400093",5200000.0,30,Vikramaditya Singhania,ACTIVE
CUST-071,MUM-CORP-071,Worli Point Boutique PR & Communications,Public Relations,SMB,Mumbai,Maharashtra,India,"Poonam Chambers, B Wing, Shivsagar Estate, Worli, Mumbai 400018","Poonam Chambers, B Wing, Shivsagar Estate, Worli, Mumbai 400018",2700000.0,15,Pooja Desai,ACTIVE
CUST-072,MUM-CORP-072,Kalyan Regional Bulk Distributors,FMCG Distribution,SMB,Mumbai,Maharashtra,India,"APMC Complex, Kalyan West, Maharashtra 421301","APMC Complex, Kalyan West, Maharashtra 421301",3800000.0,30,Sunil Deshmukh,ACTIVE
CUST-073,MUM-CORP-073,Santacruz Diamond Cutting & Export LLP,Gem & Jewellery,SMB,Mumbai,Maharashtra,India,"Bharat Diamond Bourse, BKC, Bandra East, Mumbai 400051","Bharat Diamond Bourse, BKC, Bandra East, Mumbai 400051",6500000.0,30,Rohan Mehra,ACTIVE
CUST-074,MUM-CORP-074,Mahim Bay Educational Coaching Network,Education,SMB,Mumbai,Maharashtra,India,"Lady Jamshedji Road, Mahim West, Mumbai 400016","Lady Jamshedji Road, Mahim West, Mumbai 400016",2200000.0,15,Aditya Birla,ACTIVE
CUST-075,MUM-CORP-075,Airoli Cloud Microservices Development,IT Services,SMB,Mumbai,Maharashtra,India,"Reliable Tech Park, Thane-Belapur Road, Airoli, Navi Mumbai 400708","Reliable Tech Park, Thane-Belapur Road, Airoli, Navi Mumbai 400708",5800000.0,30,Sunil Deshmukh,ACTIVE
CUST-076,MUM-CORP-076,Borivali Engineering Consulting Associates,Engineering,SMB,Mumbai,Maharashtra,India,"SV Road, Borivali West, Mumbai 400092","SV Road, Borivali West, Mumbai 400092",2600000.0,15,Siddharth Nair,ACTIVE
CUST-077,MUM-CORP-077,Mulund Clean Energy & Solar Solutions,Renewables,SMB,Mumbai,Maharashtra,India,"Nehru Road, Mulund West, Mumbai 400080","Nehru Road, Mulund West, Mumbai 400080",3900000.0,30,Rohan Mehra,ACTIVE
CUST-078,MUM-CORP-078,Mazgaon Marine Equipment Repair Yard,Shipbuilding & Marine,SMB,Mumbai,Maharashtra,India,"Dockyard Road, Mazgaon, Mumbai 400010","Dockyard Road, Mazgaon, Mumbai 400010",4100000.0,30,Sunil Deshmukh,ACTIVE
CUST-079,MUM-CORP-079,Girgaon Cultural Event Broadcasting Co,Media,SMB,Mumbai,Maharashtra,India,"Opera House Commercial Chambers, Charni Road, Mumbai 400004","Opera House Commercial Chambers, Charni Road, Mumbai 400004",2300000.0,15,Pooja Desai,ACTIVE
CUST-080,MUM-CORP-080,Kanjurmarg Optical Telecom Installers,Telecom,SMB,Mumbai,Maharashtra,India,"LBS Marg, Kanjurmarg West, Mumbai 400078","LBS Marg, Kanjurmarg West, Mumbai 400078",4700000.0,30,Aditya Birla,ACTIVE
CUST-081,MUM-CORP-081,Tardeo Commercial Printing & Graphics,Printing,Standard,Mumbai,Maharashtra,India,"AC Market Building, Tardeo Road, Mumbai 400034","AC Market Building, Tardeo Road, Mumbai 400034",800000.0,15,Aditya Birla,ACTIVE
CUST-082,MUM-CORP-082,Sion Local Area Network Installers,IT Support,Standard,Mumbai,Maharashtra,India,"Sion East Market, Mumbai 400022","Sion East Market, Mumbai 400022",650000.0,15,Siddharth Nair,ACTIVE
CUST-083,MUM-CORP-083,Charni Road Tax & Audit Services,Accounting,Standard,Mumbai,Maharashtra,India,"Raja Ram Mohan Roy Road, Prarthana Samaj, Charni Road, Mumbai 400004","Raja Ram Mohan Roy Road, Prarthana Samaj, Charni Road, Mumbai 400004",900000.0,15,Pooja Desai,ACTIVE
CUST-084,MUM-CORP-084,Kurla Auto Spares Wholesale Hub,Automotive,Standard,Mumbai,Maharashtra,India,"SG Barve Marg, Kurla West, Mumbai 400070","SG Barve Marg, Kurla West, Mumbai 400070",750000.0,15,Rohan Mehra,ACTIVE
CUST-085,MUM-CORP-085,Kandivali Medical Supply Distributors,Healthcare,Standard,Mumbai,Maharashtra,India,"Mathuradas Road, Kandivali West, Mumbai 400067","Mathuradas Road, Kandivali West, Mumbai 400067",1100000.0,30,Pooja Desai,ACTIVE
CUST-086,MUM-CORP-086,Bhandup Light Engineering Works,Engineering,Standard,Mumbai,Maharashtra,India,"LBS Marg, Bhandup West, Mumbai 400078","LBS Marg, Bhandup West, Mumbai 400078",850000.0,15,Sunil Deshmukh,ACTIVE
CUST-087,MUM-CORP-087,Vile Parle Commerce Tutoring Centre,Education,Standard,Mumbai,Maharashtra,India,"Subhash Road, Vile Parle East, Mumbai 400057","Subhash Road, Vile Parle East, Mumbai 400057",500000.0,15,Aditya Birla,ACTIVE
CUST-088,MUM-CORP-088,Byculla Textile Export Brokers,Textiles,Standard,Mumbai,Maharashtra,India,"Dr. Babasaheb Ambedkar Road, Byculla, Mumbai 400027","Dr. Babasaheb Ambedkar Road, Byculla, Mumbai 400027",950000.0,15,Rohan Mehra,ACTIVE
CUST-089,MUM-CORP-089,Malad Hardware & Electrical Stores,Retail,Standard,Mumbai,Maharashtra,India,"Marve Road, Malad West, Mumbai 400064","Marve Road, Malad West, Mumbai 400064",600000.0,15,Siddharth Nair,ACTIVE
CUST-090,MUM-CORP-090,Mira Road Office Stationery Mart,Retail,Standard,Mumbai,Maharashtra,India,"Shanti Nagar, Mira Road East, Thane 401107","Shanti Nagar, Mira Road East, Thane 401107",450000.0,15,Rohan Mehra,ACTIVE
CUST-091,MUM-CORP-091,Ghansoli Telecom Infrastructure Techs,Telecom,Standard,Mumbai,Maharashtra,India,"Sector 3, Ghansoli, Navi Mumbai 400701","Sector 3, Ghansoli, Navi Mumbai 400701",1000000.0,15,Sunil Deshmukh,ACTIVE
CUST-092,MUM-CORP-092,Dombivli Chemical Analytical Lab,Chemicals,Standard,Mumbai,Maharashtra,India,"MIDC Phase II, Dombivli East, Maharashtra 421204","MIDC Phase II, Dombivli East, Maharashtra 421204",700000.0,15,Pooja Desai,ACTIVE
CUST-093,MUM-CORP-093,Sewri Timber & Marine Plywood Mart,Building Materials,Standard,Mumbai,Maharashtra,India,"Zakaria Bunder Road, Sewri West, Mumbai 400015","Zakaria Bunder Road, Sewri West, Mumbai 400015",550000.0,15,Rohan Mehra,ACTIVE
CUST-094,MUM-CORP-094,Santacruz Courier & Cargo Hub,Logistics,Standard,Mumbai,Maharashtra,India,"Nehru Road, Santacruz East, Mumbai 400055","Nehru Road, Santacruz East, Mumbai 400055",800000.0,15,Sunil Deshmukh,ACTIVE
