rule_id,product_id,service_id,recommended,required,priority
PSR-0360,PROD-0304,SRV-024,True,False,1
PSR-0361,PROD-0305,SRV-024,True,False,1
PSR-0362,PROD-0306,SRV-024,True,False,1
PSR-0363,PROD-0307,SRV-024,True,False,1
PSR-0364,PROD-0308,SRV-024,True,False,1
PSR-0365,PROD-0309,SRV-024,True,False,1
PSR-0366,PROD-0332,SRV-009,True,False,1
PSR-0367,PROD-0333,SRV-009,True,False,1
PSR-0368,PROD-0334,SRV-009,True,False,1
PSR-0369,PROD-0335,SRV-009,True,False,1
PSR-0370,PROD-0336,SRV-009,True,False,1
PSR-0371,PROD-0337,SRV-009,True,False,1
PSR-0372,PROD-0338,SRV-009,True,False,1
PSR-0373,PROD-0339,SRV-009,True,False,1
PSR-0374,PROD-0340,SRV-009,True,False,1
PSR-0375,PROD-0341,SRV-009,True,False,1
