product_id,product_code,product_name,brand,category_id,subcategory_id,product_type,description,manufacturer_part_number,unit,base_cost,base_price,tax_rate,warranty_months,status,is_serialized,is_recurring,created_at,updated_at
PROD-0031,LAP-LEN-E16G1,Lenovo ThinkPad E16 Gen 1 Finance Desktop Alternative,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo ThinkPad E16 Gen 1 Finance Desktop Alternative, Enterprise fleet security and docking support",LAP-LEN-E16G1-BASE,UNIT,56000.00,67000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0032,LAP-LEN-L14G4,Lenovo ThinkPad L14 Gen 4 Enterprise Deployment,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo ThinkPad L14 Gen 4 Enterprise Deployment, Enterprise fleet security and docking support",LAP-LEN-L14G4-BASE,UNIT,62000.00,74000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0033,LAP-LEN-T16G2,Lenovo ThinkPad T16 Gen 2 16.0 Large Screen,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo ThinkPad T16 Gen 2 16.0 Large Screen, Enterprise fleet security and docking support",LAP-LEN-T16G2-BASE,UNIT,82000.00,98000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0034,LAP-LEN-P16SG2,Lenovo ThinkPad P16s Gen 2 Mobile CAD Workstation,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo ThinkPad P16s Gen 2 Mobile CAD Workstation, Enterprise fleet security and docking support",LAP-LEN-P16SG2-BASE,UNIT,112000.00,134000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0035,LAP-LEN-Z13G2,Lenovo ThinkPad Z13 Gen 2 Sustainable Bronze,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo ThinkPad Z13 Gen 2 Sustainable Bronze, Enterprise fleet security and docking support",LAP-LEN-Z13G2-BASE,UNIT,125000.00,150000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0036,LAP-HP-EB860G10,HP EliteBook 860 G10 16.0 Corporate Numeric,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP EliteBook 860 G10 16.0 Corporate Numeric, Enterprise fleet security and docking support",LAP-HP-EB860G10-BASE,UNIT,78000.00,94000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0037,LAP-HP-PB440G10,HP ProBook 440 G10 Commercial Fleet Notebook,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP ProBook 440 G10 Commercial Fleet Notebook, Enterprise fleet security and docking support",LAP-HP-PB440G10-BASE,UNIT,54000.00,65000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0038,LAP-HP-PB450G10,HP ProBook 450 G10 15.6 Mainstream Business,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP ProBook 450 G10 15.6 Mainstream Business, Enterprise fleet security and docking support",LAP-HP-PB450G10-BASE,UNIT,58000.00,70000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0039,LAP-HP-ZBSTUDIO,HP ZBook Studio G10 Thin Creative Workstation,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP ZBook Studio G10 Thin Creative Workstation, Enterprise fleet security and docking support",LAP-HP-ZBSTUDIO-BASE,UNIT,195000.00,235000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0040,LAP-HP-ZBFURY,HP ZBook Fury 16 G10 Desktop Replacement,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP ZBook Fury 16 G10 Desktop Replacement, Enterprise fleet security and docking support",LAP-HP-ZBFURY-BASE,UNIT,260000.00,312000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0041,LAP-APL-MBP14-M3B,Apple MacBook Pro 14-inch Base M3 Chip,Apple Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"Apple MacBook Pro 14-inch Base M3 Chip, Enterprise fleet security and docking support",LAP-APL-MBP14-M3B-BASE,UNIT,142000.00,169900.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0042,LAP-ASUS-B5402,ASUS ExpertBook B5 Flip 14-inch Convertible,ASUS Commercial,CAT-COMP,CAT-LAP,PHYSICAL,"ASUS ExpertBook B5 Flip 14-inch Convertible, Enterprise fleet security and docking support",LAP-ASUS-B5402-BASE,UNIT,88000.00,105000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0043,LAP-ASUS-B7402,ASUS ExpertBook B7 5G Enterprise Mobility,ASUS Commercial,CAT-COMP,CAT-LAP,PHYSICAL,"ASUS ExpertBook B7 5G Enterprise Mobility, Enterprise fleet security and docking support",LAP-ASUS-B7402-BASE,UNIT,115000.00,138000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0044,LAP-ACER-TMP4,Acer TravelMate P4 14 Commercial Fleet,Acer Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Acer TravelMate P4 14 Commercial Fleet, Enterprise fleet security and docking support",LAP-ACER-TMP4-BASE,UNIT,58000.00,69000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0045,LAP-MS-SL6-13,Microsoft Surface Laptop 6 13.5 Core Ultra 5,Microsoft Surface,CAT-COMP,CAT-LAP,PHYSICAL,"Microsoft Surface Laptop 6 13.5 Core Ultra 5, Enterprise fleet security and docking support",LAP-MS-SL6-13-BASE,UNIT,108000.00,129999.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0046,LAP-MS-SL6-15,Microsoft Surface Laptop 6 15.0 Core Ultra 7,Microsoft Surface,CAT-COMP,CAT-LAP,PHYSICAL,"Microsoft Surface Laptop 6 15.0 Core Ultra 7, Enterprise fleet security and docking support",LAP-MS-SL6-15-BASE,UNIT,135000.00,162999.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0047,LAP-MS-SLS2,Microsoft Surface Laptop Studio 2 Dynamic Woven Hinge,Microsoft Surface,CAT-COMP,CAT-LAP,PHYSICAL,"Microsoft Surface Laptop Studio 2 Dynamic Woven Hinge, Enterprise fleet security and docking support",LAP-MS-SLS2-BASE,UNIT,185000.00,222999.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0048,LAP-DEL-LAT3440,Dell Latitude 3440 Entry Commercial Laptop,Dell Technologies,CAT-COMP,CAT-LAP,PHYSICAL,"Dell Latitude 3440 Entry Commercial Laptop, Enterprise fleet security and docking support",LAP-DEL-LAT3440-BASE,UNIT,48000.00,58000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0049,LAP-DEL-LAT3540,Dell Latitude 3540 15.6 Entry Commercial,Dell Technologies,CAT-COMP,CAT-LAP,PHYSICAL,"Dell Latitude 3540 15.6 Entry Commercial, Enterprise fleet security and docking support",LAP-DEL-LAT3540-BASE,UNIT,51000.00,61000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0050,LAP-LEN-V15G4,Lenovo V15 Gen 4 Cost-Effective Commercial,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo V15 Gen 4 Cost-Effective Commercial, Enterprise fleet security and docking support",LAP-LEN-V15G4-BASE,UNIT,38000.00,46000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0051,LAP-HP-240G9,HP 240 G9 Essential Business Notebook,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP 240 G9 Essential Business Notebook, Enterprise fleet security and docking support",LAP-HP-240G9-BASE,UNIT,39000.00,47000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0052,LAP-DEL-PR3580,Dell Precision 3580 Affordable Mobile CAD Workstation,Dell Technologies,CAT-COMP,CAT-LAP,PHYSICAL,"Dell Precision 3580 Affordable Mobile CAD Workstation, Enterprise fleet security and docking support",LAP-DEL-PR3580-BASE,UNIT,98000.00,118000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0053,LAP-DEL-PR5680,Dell Precision 5680 16-inch Creator Workstation,Dell Technologies,CAT-COMP,CAT-LAP,PHYSICAL,"Dell Precision 5680 16-inch Creator Workstation, Enterprise fleet security and docking support",LAP-DEL-PR5680-BASE,UNIT,210000.00,252000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0054,LAP-LEN-T14G4-AMD,Lenovo ThinkPad T14 Gen 4 AMD Ryzen 5 Pro,Lenovo Enterprise,CAT-COMP,CAT-LAP,PHYSICAL,"Lenovo ThinkPad T14 Gen 4 AMD Ryzen 5 Pro, Enterprise fleet security and docking support",LAP-LEN-T14G4-AMD-BASE,UNIT,69000.00,83000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0055,LAP-HP-EB845G10,HP EliteBook 845 G10 AMD Ryzen 7 Pro 7840U,HP Inc.,CAT-COMP,CAT-LAP,PHYSICAL,"HP EliteBook 845 G10 AMD Ryzen 7 Pro 7840U, Enterprise fleet security and docking support",LAP-HP-EB845G10-BASE,UNIT,82000.00,98000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0056,DSK-DEL-7010M,Dell OptiPlex 7010 Micro Form Factor,Dell Technologies,CAT-COMP,CAT-DSK,PHYSICAL,"Dell OptiPlex 7010 Micro Form Factor, Enterprise workplace productivity desktop",DSK-DEL-7010M-BASE,UNIT,48000.00,58000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0057,DSK-DEL-7010S,Dell OptiPlex 7010 Small Form Factor,Dell Technologies,CAT-COMP,CAT-DSK,PHYSICAL,"Dell OptiPlex 7010 Small Form Factor, Enterprise workplace productivity desktop",DSK-DEL-7010S-BASE,UNIT,52000.00,62000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0058,DSK-DEL-7010T,Dell OptiPlex 7010 Mini Tower Desktop,Dell Technologies,CAT-COMP,CAT-DSK,PHYSICAL,"Dell OptiPlex 7010 Mini Tower Desktop, Enterprise workplace productivity desktop",DSK-DEL-7010T-BASE,UNIT,56000.00,67000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0059,DSK-DEL-7410AIO,Dell OptiPlex 7410 24-inch All-in-One,Dell Technologies,CAT-COMP,CAT-DSK,PHYSICAL,"Dell OptiPlex 7410 24-inch All-in-One, Enterprise workplace productivity desktop",DSK-DEL-7410AIO-BASE,UNIT,68000.00,82000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0060,DSK-DEL-7020M,Dell OptiPlex Micro Plus 7020 Core i7 vPro,Dell Technologies,CAT-COMP,CAT-DSK,PHYSICAL,"Dell OptiPlex Micro Plus 7020 Core i7 vPro, Enterprise workplace productivity desktop",DSK-DEL-7020M-BASE,UNIT,62000.00,75000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0061,DSK-LEN-M70Q,Lenovo ThinkCentre M70q Gen 4 Tiny PC,Lenovo Enterprise,CAT-COMP,CAT-DSK,PHYSICAL,"Lenovo ThinkCentre M70q Gen 4 Tiny PC, Enterprise workplace productivity desktop",DSK-LEN-M70Q-BASE,UNIT,46000.00,55000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0062,DSK-LEN-M80Q,Lenovo ThinkCentre M80q Gen 4 High Security,Lenovo Enterprise,CAT-COMP,CAT-DSK,PHYSICAL,"Lenovo ThinkCentre M80q Gen 4 High Security, Enterprise workplace productivity desktop",DSK-LEN-M80Q-BASE,UNIT,54000.00,65000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0063,DSK-LEN-M90Q,Lenovo ThinkCentre M90q Gen 4 Tiny Desktop,Lenovo Enterprise,CAT-COMP,CAT-DSK,PHYSICAL,"Lenovo ThinkCentre M90q Gen 4 Tiny Desktop, Enterprise workplace productivity desktop",DSK-LEN-M90Q-BASE,UNIT,65000.00,78000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0064,DSK-LEN-NEO50S,Lenovo ThinkCentre Neo 50s Gen 4 SFF,Lenovo Enterprise,CAT-COMP,CAT-DSK,PHYSICAL,"Lenovo ThinkCentre Neo 50s Gen 4 SFF, Enterprise workplace productivity desktop",DSK-LEN-NEO50S-BASE,UNIT,42000.00,50000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0065,DSK-LEN-M70A,Lenovo ThinkCentre M70a Gen 3 21.5 AIO,Lenovo Enterprise,CAT-COMP,CAT-DSK,PHYSICAL,"Lenovo ThinkCentre M70a Gen 3 21.5 AIO, Enterprise workplace productivity desktop",DSK-LEN-M70A-BASE,UNIT,64000.00,77000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0066,DSK-HP-PD400G9,HP ProDesk 400 G9 Mini Desktop PC,HP Inc.,CAT-COMP,CAT-DSK,PHYSICAL,"HP ProDesk 400 G9 Mini Desktop PC, Enterprise workplace productivity desktop",DSK-HP-PD400G9-BASE,UNIT,45000.00,54000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0067,DSK-HP-ED800G9M,HP EliteDesk 800 G9 Desktop Mini PC,HP Inc.,CAT-COMP,CAT-DSK,PHYSICAL,"HP EliteDesk 800 G9 Desktop Mini PC, Enterprise workplace productivity desktop",DSK-HP-ED800G9M-BASE,UNIT,58000.00,70000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0068,DSK-HP-ED800G9S,HP EliteDesk 800 G9 Small Form Factor,HP Inc.,CAT-COMP,CAT-DSK,PHYSICAL,"HP EliteDesk 800 G9 Small Form Factor, Enterprise workplace productivity desktop",DSK-HP-ED800G9S-BASE,UNIT,62000.00,75000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0069,DSK-HP-ED800G9T,HP EliteDesk 800 G9 Tower High Expandability,HP Inc.,CAT-COMP,CAT-DSK,PHYSICAL,"HP EliteDesk 800 G9 Tower High Expandability, Enterprise workplace productivity desktop",DSK-HP-ED800G9T-BASE,UNIT,66000.00,79000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
PROD-0070,DSK-HP-EL800AIO,HP EliteOne 800 G9 27-inch 4K All-in-One,HP Inc.,CAT-COMP,CAT-DSK,PHYSICAL,"HP EliteOne 800 G9 27-inch 4K All-in-One, Enterprise workplace productivity desktop",DSK-HP-EL800AIO-BASE,UNIT,98000.00,118000.00,18.0,36,ACTIVE,True,False,2026-01-15T09:00:00Z,2026-02-28T18:00:00Z
