price_list_id,price_list_name,customer_tier,currency,product_variant_id,unit_price,minimum_quantity,effective_from,effective_to,status
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0049,245000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0050,690000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0051,210000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0052,138000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0053,260000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0054,475000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0055,890000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0056,350000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0057,470000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0058,525000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0059,875000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0060,420000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0061,155000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0062,385000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0063,365000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0064,545000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0065,398000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0066,84000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0067,538000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0068,360000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0069,146000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0070,348000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0071,720000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0072,74900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0073,84900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0074,104900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0075,129800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0076,139800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0077,159800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0078,159900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0079,179900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0080,62900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0081,74999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0082,79999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0083,129999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0084,139999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0085,96999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0086,36999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0087,40999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0088,52999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0089,106999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0090,113999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0091,75999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0092,64999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0093,70999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0094,39900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0095,61900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0096,59900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0097,80900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0098,99900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0099,129900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0100,72999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0101,84999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0102,115999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0103,60999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0104,56999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0105,14200.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0106,17800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0107,32800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0108,38900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0109,69900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0110,86500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0111,13800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0112,17500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0113,34000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0114,58000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0115,13500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0116,32500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0117,74900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0118,49999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0119,178000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0120,285000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0121,520000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0122,29500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0123,59000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0124,114000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0125,228000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0126,52000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0127,34500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0128,59500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0129,108000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0130,18900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0131,46500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0132,72000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0133,245000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0134,39999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0135,58500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0136,126500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0137,107000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0138,238000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0139,465000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0140,53500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0141,99500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0142,355000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0143,32000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0144,41500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0145,23000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0146,52000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0147,21800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0148,47500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0149,24000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0150,29500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0151,64000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0152,118000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0153,228000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0154,445000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0155,44500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0156,109000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0157,215000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0158,46800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0159,114000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0160,420000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0161,39500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0162,22900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0163,41500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0164,82500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0165,71000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0166,38900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0167,168000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0168,53500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0169,75900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0170,63500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0171,81999.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0172,26500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0173,18500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0174,24900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0175,17500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0176,25800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0177,16900.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0178,9495.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0179,9495.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0180,11495.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0181,3995.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0182,18995.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0183,8995.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0184,21500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0185,10200.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0186,23500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0187,4800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0188,5200.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0189,2600.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0190,2100.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0191,6499.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0192,4499.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0193,325000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0194,268000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0195,78000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0196,305000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0197,520000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0198,33500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0199,218000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0200,345000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0201,209000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0202,305000.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0203,16500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0204,37500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0205,6800.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0206,6200.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0207,3600.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0208,3600.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0209,4200.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0210,12500.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0211,8400.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0212,163480.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0213,314760.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0214,104920.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0215,173240.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0216,66490.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0217,81740.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0218,70150.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0219,143960.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0220,193980.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0221,426878.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0222,65880.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0223,76860.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0224,100040.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0225,67100.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0226,64660.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0227,85400.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0228,108580.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0229,68930.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0230,64660.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0231,93940.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0232,78080.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0233,256078.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0234,371250.00,1,2026-01-01,2026-12-31,ACTIVE
PL-STD,Standard Commercial Price List,Standard,INR,VAR-0235,803250.00,1,2026-01-01,2026-12-31,ACTIVE
