inventory_id,warehouse_id,variant_id,available_quantity,reserved_quantity,allocated_quantity,backorder_quantity,reorder_level,reorder_quantity,safety_stock,incoming_quantity,average_daily_demand,inventory_status,last_restocked_at,next_expected_restock
INV-00024,WH-001,VAR-0024,84,17,17,0,30,60,15,40,9.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00025,WH-001,VAR-0025,106,22,22,0,30,60,15,20,7.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00026,WH-001,VAR-0026,132,6,6,0,30,60,15,20,8.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00027,WH-001,VAR-0027,128,15,15,0,30,60,15,40,4.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00028,WH-001,VAR-0028,52,23,23,0,30,60,15,60,5.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00029,WH-001,VAR-0029,108,20,20,0,30,60,15,40,9.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00030,WH-001,VAR-0030,107,19,19,0,30,60,15,20,4.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00031,WH-001,VAR-0031,56,22,22,0,30,60,15,60,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00032,WH-001,VAR-0032,99,18,18,0,30,60,15,60,5.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00033,WH-001,VAR-0033,53,9,9,0,30,60,15,60,6.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00034,WH-001,VAR-0034,121,6,6,0,30,60,15,20,4.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00035,WH-001,VAR-0035,45,18,18,0,30,60,15,60,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00036,WH-001,VAR-0036,73,24,24,0,30,60,15,40,6.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00037,WH-001,VAR-0037,95,5,5,0,30,60,15,60,8.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00038,WH-001,VAR-0038,112,22,22,0,30,60,15,40,8.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00039,WH-001,VAR-0039,0,8,8,0,30,60,15,40,6.0,OUT_OF_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00040,WH-001,VAR-0040,83,5,5,0,30,60,15,60,9.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00041,WH-001,VAR-0041,58,21,21,0,30,60,15,20,6.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00042,WH-001,VAR-0042,38,25,25,0,30,60,15,40,8.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00043,WH-001,VAR-0043,10,2,2,0,4,10,2,0,0.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00044,WH-001,VAR-0044,4,2,2,0,4,10,2,8,1.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00045,WH-001,VAR-0045,11,1,1,0,4,10,2,4,0.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00046,WH-001,VAR-0046,7,1,1,0,4,10,2,0,0.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00047,WH-001,VAR-0047,11,0,0,0,4,10,2,0,1.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00048,WH-001,VAR-0048,3,2,2,0,4,10,2,0,0.7,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00049,WH-001,VAR-0049,9,2,2,0,4,10,2,0,0.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00050,WH-001,VAR-0050,11,1,1,0,4,10,2,0,1.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00051,WH-001,VAR-0051,5,2,2,0,4,10,2,4,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00052,WH-001,VAR-0052,12,2,2,0,4,10,2,4,1.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00053,WH-001,VAR-0053,10,1,1,0,4,10,2,0,0.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00054,WH-001,VAR-0054,3,1,1,0,4,10,2,0,1.4,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00055,WH-001,VAR-0055,5,2,2,0,4,10,2,0,0.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00056,WH-001,VAR-0056,12,0,0,0,4,10,2,0,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00057,WH-001,VAR-0057,14,2,2,0,4,10,2,10,0.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00058,WH-001,VAR-0058,8,8,8,22,10,25,5,20,1.8,BACKORDER,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00059,WH-001,VAR-0059,11,3,3,0,4,10,2,10,0.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00060,WH-001,VAR-0060,10,3,3,0,4,10,2,5,1.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00061,WH-001,VAR-0061,4,0,0,0,4,10,2,10,0.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00062,WH-001,VAR-0062,7,3,3,2,4,10,2,10,0.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00063,WH-001,VAR-0063,11,0,0,0,4,10,2,5,1.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00064,WH-001,VAR-0064,13,0,0,0,4,10,2,0,0.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00065,WH-001,VAR-0065,8,1,1,2,4,10,2,0,0.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00066,WH-001,VAR-0066,4,0,0,2,4,10,2,10,0.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00067,WH-001,VAR-0067,11,0,0,0,4,10,2,0,0.5,REPLENISHMENT_REQUIRED,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00068,WH-001,VAR-0068,8,3,3,0,4,10,2,5,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00069,WH-001,VAR-0069,3,3,3,0,4,10,2,5,0.6,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00070,WH-001,VAR-0070,13,3,3,0,4,10,2,5,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00071,WH-001,VAR-0071,12,3,3,0,4,10,2,0,0.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00072,WH-001,VAR-0072,15,11,11,0,15,40,8,15,4.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00073,WH-001,VAR-0073,15,2,2,0,15,40,8,30,3.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00074,WH-001,VAR-0074,75,4,4,0,15,40,8,15,5.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00075,WH-001,VAR-0075,18,15,15,0,15,40,8,15,1.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00076,WH-001,VAR-0076,16,12,12,0,15,40,8,15,3.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00077,WH-001,VAR-0077,39,11,11,0,15,40,8,15,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00078,WH-001,VAR-0078,61,12,12,0,15,40,8,30,5.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00079,WH-001,VAR-0079,34,12,12,0,15,40,8,30,2.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00080,WH-001,VAR-0080,58,4,4,0,15,40,8,30,3.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00081,WH-001,VAR-0081,17,2,2,0,15,40,8,30,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00082,WH-001,VAR-0082,20,3,3,0,15,40,8,15,3.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00083,WH-001,VAR-0083,24,7,7,0,15,40,8,15,5.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00084,WH-001,VAR-0084,55,6,6,0,15,40,8,15,3.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00085,WH-001,VAR-0085,46,11,11,0,15,40,8,15,4.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00086,WH-001,VAR-0086,46,12,12,0,15,40,8,15,5.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00087,WH-001,VAR-0087,25,6,6,0,15,40,8,15,5.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00088,WH-001,VAR-0088,0,6,6,0,15,40,8,30,4.2,OUT_OF_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00089,WH-001,VAR-0089,51,5,5,0,15,40,8,30,3.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00090,WH-001,VAR-0090,40,15,15,0,15,40,8,15,1.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00091,WH-001,VAR-0091,62,15,15,0,15,40,8,30,1.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00092,WH-001,VAR-0092,50,14,14,0,15,40,8,15,4.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00093,WH-001,VAR-0093,41,4,4,0,15,40,8,30,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00094,WH-001,VAR-0094,62,10,10,0,15,40,8,15,2.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00095,WH-001,VAR-0095,27,10,10,0,15,40,8,15,5.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00096,WH-001,VAR-0096,26,8,8,0,15,40,8,15,1.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00097,WH-001,VAR-0097,54,14,14,0,15,40,8,15,5.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00098,WH-001,VAR-0098,34,12,12,0,15,40,8,15,4.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00099,WH-001,VAR-0099,53,14,14,0,15,40,8,30,5.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00100,WH-001,VAR-0100,27,5,5,0,15,40,8,15,5.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00101,WH-001,VAR-0101,30,8,8,0,15,40,8,15,2.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00102,WH-001,VAR-0102,50,14,14,0,15,40,8,30,5.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00103,WH-001,VAR-0103,39,6,6,0,15,40,8,15,5.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00104,WH-001,VAR-0104,21,8,8,0,15,40,8,15,5.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00105,WH-001,VAR-0105,180,20,20,0,35,100,20,60,14.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00106,WH-001,VAR-0106,20,4,4,0,10,25,5,20,2.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00107,WH-001,VAR-0107,20,4,4,0,10,25,5,10,3.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00108,WH-001,VAR-0108,31,6,6,0,10,25,5,20,4.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00109,WH-001,VAR-0109,55,5,5,0,10,25,5,20,3.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00110,WH-001,VAR-0110,31,9,9,0,10,25,5,20,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00111,WH-001,VAR-0111,13,5,5,0,10,25,5,10,3.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00112,WH-001,VAR-0112,22,1,1,0,10,25,5,10,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00113,WH-001,VAR-0113,28,6,6,0,10,25,5,20,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00114,WH-001,VAR-0114,38,2,2,0,10,25,5,20,4.6,REPLENISHMENT_REQUIRED,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00115,WH-001,VAR-0115,18,5,5,0,10,25,5,10,3.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00116,WH-001,VAR-0116,6,9,9,0,10,25,5,10,2.5,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00117,WH-001,VAR-0117,10,6,6,0,10,25,5,20,3.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00118,WH-001,VAR-0118,13,5,5,0,10,25,5,20,3.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00119,WH-001,VAR-0119,13,4,4,0,8,20,4,15,2.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00120,WH-001,VAR-0120,9,4,4,0,8,20,4,15,2.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00121,WH-001,VAR-0121,31,2,2,0,8,20,4,15,1.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00122,WH-001,VAR-0122,29,1,1,0,8,20,4,15,1.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00123,WH-001,VAR-0123,16,5,5,0,8,20,4,15,2.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00124,WH-001,VAR-0124,17,6,6,0,8,20,4,5,2.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00125,WH-001,VAR-0125,28,6,6,0,8,20,4,5,2.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00126,WH-001,VAR-0126,12,5,5,0,8,20,4,15,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00127,WH-001,VAR-0127,27,2,2,0,8,20,4,15,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00128,WH-001,VAR-0128,9,2,2,0,8,20,4,5,0.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00129,WH-001,VAR-0129,18,5,5,0,8,20,4,5,2.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00130,WH-001,VAR-0130,31,6,6,0,8,20,4,5,2.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00131,WH-001,VAR-0131,15,4,4,0,8,20,4,15,1.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00132,WH-001,VAR-0132,23,6,6,0,8,20,4,5,3.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00133,WH-001,VAR-0133,30,1,1,0,8,20,4,15,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00134,WH-001,VAR-0134,28,6,6,0,8,20,4,15,0.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00135,WH-001,VAR-0135,21,2,2,0,10,25,5,20,1.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00136,WH-001,VAR-0136,35,9,9,0,10,25,5,20,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00137,WH-001,VAR-0137,34,10,10,0,10,25,5,20,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00138,WH-001,VAR-0138,41,8,8,0,10,25,5,10,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00139,WH-001,VAR-0139,36,8,8,0,10,25,5,20,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00140,WH-001,VAR-0140,46,5,5,0,10,25,5,20,3.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00141,WH-001,VAR-0141,23,8,8,0,10,25,5,10,3.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00142,WH-001,VAR-0142,21,5,5,0,10,25,5,20,2.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00143,WH-001,VAR-0143,40,2,2,0,10,25,5,10,1.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00144,WH-001,VAR-0144,30,3,3,0,10,25,5,10,1.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00145,WH-001,VAR-0145,32,6,6,0,10,25,5,20,2.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00146,WH-001,VAR-0146,19,7,7,0,10,25,5,20,4.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00147,WH-001,VAR-0147,43,1,1,0,10,25,5,20,2.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00148,WH-001,VAR-0148,28,5,5,0,10,25,5,20,4.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00149,WH-001,VAR-0149,32,9,9,0,10,25,5,10,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00150,WH-001,VAR-0150,23,7,7,0,10,25,5,20,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00151,WH-001,VAR-0151,27,7,7,0,10,25,5,10,4.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00152,WH-001,VAR-0152,14,10,10,0,10,25,5,10,4.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00153,WH-001,VAR-0153,43,10,10,0,10,25,5,10,1.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00154,WH-001,VAR-0154,33,3,3,0,10,25,5,20,1.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00155,WH-001,VAR-0155,22,7,7,0,10,25,5,20,1.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00156,WH-001,VAR-0156,26,6,6,0,10,25,5,20,2.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00157,WH-001,VAR-0157,32,5,5,0,10,25,5,10,2.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00158,WH-001,VAR-0158,53,9,9,0,10,25,5,10,5.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00159,WH-001,VAR-0159,28,4,4,0,10,25,5,10,4.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00160,WH-001,VAR-0160,47,1,1,0,10,25,5,10,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00161,WH-001,VAR-0161,18,1,1,0,10,25,5,10,2.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00162,WH-001,VAR-0162,36,2,2,0,10,25,5,10,2.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00163,WH-001,VAR-0163,22,6,6,0,10,25,5,10,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00164,WH-001,VAR-0164,53,2,2,0,10,25,5,10,4.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00165,WH-001,VAR-0165,12,10,10,0,10,25,5,10,4.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00166,WH-001,VAR-0166,42,7,7,0,10,25,5,20,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00167,WH-001,VAR-0167,18,2,2,0,10,25,5,10,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00168,WH-001,VAR-0168,55,5,5,0,10,25,5,10,4.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00169,WH-001,VAR-0169,42,1,1,0,10,25,5,20,3.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00170,WH-001,VAR-0170,48,6,6,0,10,25,5,10,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00171,WH-001,VAR-0171,27,1,1,0,10,25,5,20,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00172,WH-001,VAR-0172,114,37,37,0,50,150,30,100,25.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00173,WH-001,VAR-0173,320,100,100,0,50,200,40,150,22.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00174,WH-001,VAR-0174,295,19,19,0,50,150,30,100,12.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00175,WH-001,VAR-0175,327,27,27,0,50,150,30,200,29.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00176,WH-001,VAR-0176,335,40,40,0,50,150,30,100,19.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00177,WH-001,VAR-0177,434,47,47,0,50,150,30,100,16.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00178,WH-001,VAR-0178,185,15,15,0,50,150,30,100,31.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00179,WH-001,VAR-0179,184,39,39,0,50,150,30,200,24.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00180,WH-001,VAR-0180,254,31,31,0,50,150,30,50,21.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
