product_id,product_code,product_name,brand,category_id,subcategory_id,product_type,description,manufacturer_part_number,unit,base_cost,base_price,tax_rate,warranty_months,status,is_serialized,is_recurring,created_at,updated_at
PROD-0024,DSK-HP-PRO400SFF,HP Pro SFF 400 G9 Business Desktop,HP Inc.,CAT-COMP,CAT-DSK,HARDWARE,Space-saving desktop with enterprise reliability and security management,6A7M1PA,EACH,44000.00,53000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0025,DSK-HP-ELM800G9,HP Elite Mini 800 G9 Ultra-Compact Desktop,HP Inc.,CAT-COMP,CAT-DSK,HARDWARE,"Enterprise mini PC with full desktop power, dual flex ports, and HP Sure Start",6B8W2PA,EACH,58000.00,70000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0026,DSK-HP-ELO800AIO,HP EliteOne 800 G9 23.8-inch Enterprise All-in-One,HP Inc.,CAT-COMP,CAT-DSK,HARDWARE,Executive conference-ready All-in-One with Bang & Olufsen sound and 5MP auto-framing camera,6C3R4PA,EACH,74000.00,89000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0027,DSK-LEN-M70SG4,Lenovo ThinkCentre M70s Gen 4 Small Form Factor,Lenovo Group Ltd,CAT-COMP,CAT-DSK,HARDWARE,Workhorse corporate desktop with toolless chassis design and ThinkShield security,11T7003PIN,EACH,47000.00,56500.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0028,DSK-LEN-M70QG4,Lenovo ThinkCentre M70q Gen 4 Tiny Desktop,Lenovo Group Ltd,CAT-COMP,CAT-DSK,HARDWARE,"1L compact enterprise desktop deployable in kiosks, trading desks, or healthcare carts",11T3002PIN,EACH,44000.00,53000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0029,DSK-LEN-M90TG4,Lenovo ThinkCentre M90t Gen 4 High-Performance Tower,Lenovo Group Ltd,CAT-COMP,CAT-DSK,HARDWARE,High-capacity commercial tower PC ready for dual graphic cards and multiple enterprise drives,11TV001KIN,EACH,64000.00,77000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0030,DSK-LEN-NEO50A,Lenovo ThinkCentre Neo 50a 24-inch Commercial All-in-One,Lenovo Group Ltd,CAT-COMP,CAT-DSK,HARDWARE,Modern clutter-free commercial AIO desktop with AI-assisted noise cancellation,12B8001BIN,EACH,53000.00,64000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0031,DSK-APP-MMINIM2P,Apple Mac Mini M2 Pro Commercial Endpoint,Apple Inc.,CAT-COMP,CAT-DSK,HARDWARE,"Versatile compact desktop with M2 Pro performance, quad Thunderbolt 4 ports, and 10GbE option",MNH73HN/A,EACH,108000.00,129900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0032,DSK-APP-MSTUDIOM2M,Apple Mac Studio M2 Max Enterprise Creative Desktop,Apple Inc.,CAT-COMP,CAT-DSK,HARDWARE,"Compact powerhouse desktop engineered for massive data modeling, rendering and Xcode compilation",MQH73HN/A,EACH,175000.00,209900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0033,WKS-DEL-PR3660,Dell Precision 3660 Tower CAD Workstation,Dell Technologies,CAT-COMP,CAT-WKS,HARDWARE,Entry CAD and architectural workstation featuring Intel 13th Gen Core and NVIDIA RTX graphics,DEL-PREC-3660-TWR,EACH,115000.00,142000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0034,WKS-DEL-PR5860,Dell Precision 5860 Tower Engineering Workstation,Dell Technologies,CAT-COMP,CAT-WKS,HARDWARE,"Intel Xeon W-class mid-tower workstation engineered for simulation, CAE and complex assemblies",DEL-PREC-5860-TWR,EACH,220000.00,275000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0035,WKS-DEL-PR7960,Dell Precision 7960 Tower Dual-GPU AI Workstation,Dell Technologies,CAT-COMP,CAT-WKS,HARDWARE,Dual-socket capable extreme compute workstation for generative AI fine-tuning and visual effects,DEL-PREC-7960-TWR,EACH,480000.00,595000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0036,WKS-DEL-PR3930,Dell Precision 3930 1U Rackmount Enterprise Workstation,Dell Technologies,CAT-COMP,CAT-WKS,HARDWARE,High-density 1U rack-mounted remote workstation for secure 1:1 datacenter virtualization,DEL-PREC-3930-1U,EACH,160000.00,198000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0037,WKS-HP-Z2TWRG9,HP Z2 Tower G9 Entry Workstation,HP Inc.,CAT-COMP,CAT-WKS,HARDWARE,High-frequency single-socket CAD and BIM workstation certified for SolidWorks and AutoCAD,5F0F2PA,EACH,108000.00,132000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0038,WKS-HP-Z4G5,HP Z4 G5 Workstation for Simulation & Rendering,HP Inc.,CAT-COMP,CAT-WKS,HARDWARE,"Engineered for high-compute engineering simulation, FEA modeling and multi-threaded rendering",6W1D8PA,EACH,195000.00,245000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0039,WKS-HP-Z8FURY,HP Z8 Fury G5 Ultimate High-End Compute Workstation,HP Inc.,CAT-COMP,CAT-WKS,HARDWARE,Extreme desktop powerhouse supporting up to 56 cores and 4 high-end GPUs with 2250W power,6W2B4PA,EACH,560000.00,690000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0040,WKS-HP-ZC4R,HP ZCentral 4R 1U High-Density Rack Workstation,HP Inc.,CAT-COMP,CAT-WKS,HARDWARE,Rack-optimized workstation delivering remote performance for CAD users with HP Anyware,4K6L0PA,EACH,170000.00,210000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0041,WKS-LEN-TSP3TWR,Lenovo ThinkStation P3 Tower Workstation,Lenovo Group Ltd,CAT-COMP,CAT-WKS,HARDWARE,"Workstation power at desktop pricing certified for Autodesk, Bentley and Siemens NX",30GS002MIN,EACH,112000.00,138000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0042,WKS-LEN-TSP5,Lenovo ThinkStation P5 Aston Martin Chassis Workstation,Lenovo Group Ltd,CAT-COMP,CAT-WKS,HARDWARE,Aston Martin designed airflow chassis with front-access NVMe drives and Intel Xeon W,30GA001DIN,EACH,210000.00,260000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0043,WKS-LEN-TSP7,Lenovo ThinkStation P7 High-Core Count Simulation Workstation,Lenovo Group Ltd,CAT-COMP,CAT-WKS,HARDWARE,High-core count Intel Xeon W-3400 single-socket workstation capable of triple high-end GPUs,30F3000GIN,EACH,380000.00,475000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0044,WKS-LEN-TSPX,Lenovo ThinkStation PX Dual-Socket AI Supercomputing Workstation,Lenovo Group Ltd,CAT-COMP,CAT-WKS,HARDWARE,Dual 4th Gen Intel Xeon Scalable processors with up to 120 cores and quad NVIDIA RTX 6000 Ada,30EV000EIN,EACH,720000.00,890000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0045,SRV-DEL-PER660,Dell PowerEdge R660 1U Dual-Socket Rack Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Dense 1U 2-socket rack server optimized for web tech, high-density compute and virtualization",DEL-PE-R660-BASE,EACH,280000.00,350000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0046,SRV-DEL-PER760,Dell PowerEdge R760 2U Enterprise Virtualization Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Flagship 2U 2-socket rack server for virtualization, database processing and enterprise workloads",DEL-PE-R760-BASE,EACH,420000.00,525000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0047,SRV-DEL-PER760XS,Dell PowerEdge R760xs 2U Scalable Enterprise Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Purpose-built 2U rack server optimized for scale-out compute, clustered virtualization and SAN workloads",DEL-PE-R760XS-BASE,EACH,340000.00,420000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0048,SRV-DEL-PET360,Dell PowerEdge T360 1-Socket SMB Tower Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Quiet, reliable 1-socket tower server for small-to-midsize business file, print and branch office",DEL-PE-T360-BASE,EACH,125000.00,155000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0049,SRV-DEL-PET560,Dell PowerEdge T560 2-Socket Enterprise Tower Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Powerful 2-socket tower server with dual redundant power supplies, hot-plug drives and quiet fans",DEL-PE-T560-BASE,EACH,310000.00,385000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0050,SRV-HPE-DL360G11,HPE ProLiant DL360 Gen11 1U High-Density Rack Server,Hewlett Packard Enterprise,CAT-INFRA,CAT-SRV,HARDWARE,"Dense compute 1U 2P server engineered for hybrid cloud, software-defined storage and container farms",P52493-B21,EACH,295000.00,365000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0051,SRV-HPE-DL380G11,HPE ProLiant DL380 Gen11 2U Multi-Workload Enterprise Server,Hewlett Packard Enterprise,CAT-INFRA,CAT-SRV,HARDWARE,The enterprise industry standard 2U 2P multi-workload server delivering world-class expandability,P52534-B21,EACH,440000.00,545000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0052,SRV-HPE-ML350G11,HPE ProLiant ML350 Gen11 2-Socket Expandable Tower Server,Hewlett Packard Enterprise,CAT-INFRA,CAT-SRV,HARDWARE,Robust dual-socket tower server with maximum internal storage expandability for branch offices,P52690-B21,EACH,320000.00,398000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0053,SRV-HPE-MICROSVR,HPE ProLiant MicroServer Gen10 Plus v2 Edge Server,Hewlett Packard Enterprise,CAT-INFRA,CAT-SRV,HARDWARE,"Ultra-compact edge server suitable for small offices, retail branches and local NAS storage",P54644-B21,EACH,68000.00,84000.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0054,SRV-LEN-SR650V3,Lenovo ThinkSystem SR650 V3 2U Mission-Critical Server,Lenovo Group Ltd,CAT-INFRA,CAT-SRV,HARDWARE,"Optimum 2U 2-socket server engineered for SAP HANA, virtualization and high-throughput data processing",7D75A016IN,EACH,435000.00,538000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0055,SRV-LEN-SR630V3,Lenovo ThinkSystem SR630 V3 1U Dense Compute Server,Lenovo Group Ltd,CAT-INFRA,CAT-SRV,HARDWARE,"High compute-density 1U rack server engineered for cloud services, HPC and security gateways",7D72A012IN,EACH,290000.00,360000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0056,SRV-LEN-ST250V2,Lenovo ThinkSystem ST250 V2 Entry Business Tower Server,Lenovo Group Ltd,CAT-INFRA,CAT-SRV,HARDWARE,Enterprise-grade 1-socket tower server providing enterprise-level security and quiet acoustics,7D8FA014IN,EACH,118000.00,146000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0057,SRV-LEN-ST550V2,Lenovo ThinkSystem ST550 V2 Scalable Dual-Socket Tower Server,Lenovo Group Ltd,CAT-INFRA,CAT-SRV,HARDWARE,"Dual-socket 4U tower server that delivers high compute power, storage and GPU expandability",7X10A039IN,EACH,280000.00,348000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0058,SRV-DEL-PER760XD2,Dell PowerEdge R760xd2 High-Capacity Storage Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Massive storage server supporting up to 28x 3.5"" front/rear drives for backup, video and analytics",DEL-PE-R760XD2-BASE,EACH,580000.00,720000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0059,SMP-APP-IPH15,Apple iPhone 15 Enterprise Edition 5G,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,"Dynamic Island, 48MP main camera, USB-C, A16 Bionic with Apple Business Manager enrollment",MTP03HN/A,EACH,64000.00,74900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0060,SMP-APP-IPH15PRO,Apple iPhone 15 Pro Titanium Enterprise Edition 5G,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,"Aerospace-grade titanium design, A17 Pro 3nm chip, customizable Action button, USB 3 speeds",MTV13HN/A,EACH,112000.00,129800.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0061,SMP-APP-IPH15PM,Apple iPhone 15 Pro Max Titanium Executive Edition 5G,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,"Executive smartphone with 5x optical telephoto lens, 6.7-inch display and titanium build",MU773HN/A,EACH,138000.00,159900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0062,SMP-APP-IPH14,Apple iPhone 14 Commercial Fleet Smartphone 5G,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,Proven commercial corporate deployment device with Crash Detection and ceramic shield,MPUF3HN/A,EACH,54000.00,62900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0063,SMP-SAM-S24EE,Samsung Galaxy S24 5G Enterprise Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Galaxy AI business tools, Samsung Knox security suite and guaranteed 7 years of OS updates",SM-S921B-EE,EACH,65000.00,74999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0064,SMP-SAM-S24ULTRA,Samsung Galaxy S24 Ultra 5G Executive Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Titanium frame, integrated S Pen, Snapdragon 8 Gen 3 for Galaxy, 200MP camera and Live Translate",SM-S928B-EXEC,EACH,114000.00,129999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0065,SMP-SAM-S24PLUS,Samsung Galaxy S24+ 5G Enterprise Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Large 6.7"" QHD+ display, 4900mAh all-day enterprise battery and 45W super-fast wired charging",SM-S926B-EE,EACH,84000.00,96999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0066,SMP-SAM-A55EE,Samsung Galaxy A55 5G Enterprise Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Cost-effective commercial fleet mobile device with metal frame, IP67 water resistance and Knox Vault",SM-A556E-EE,EACH,32000.00,36999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0067,SMP-SAM-XC6PRO,Samsung Galaxy XCover6 Pro Ruggedized Enterprise Smartphone,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,MIL-STD-810H and IP68 certified rugged smartphone with swappable battery and programmable keys,SM-G736B-RUG,EACH,46000.00,52999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0068,SMP-GOO-PX8PRO,Google Pixel 8 Pro Enterprise 5G,Google LLC,CAT-MOB,CAT-SMP,HARDWARE,"Google Tensor G3, Titan M2 security coprocessor, Temperature sensor, Android Enterprise Recommended",GA04834-IN,EACH,92000.00,106999.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0069,SMP-GOO-PX8,Google Pixel 8 Commercial Fleet 5G,Google LLC,CAT-MOB,CAT-SMP,HARDWARE,"Compact corporate device with advanced AI transcription, Call Screen and pure zero-bloat Android",GA04803-IN,EACH,66000.00,75999.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0070,SMP-1PL-12COM,OnePlus 12 5G High-Performance Commercial Edition,OnePlus Technology,CAT-MOB,CAT-SMP,HARDWARE,Snapdragon 8 Gen 3 flagship with massive 5400mAh battery and 100W SuperVOOC flash charging,CPH2573,EACH,57000.00,64999.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0071,TAB-APP-IPAD10,Apple iPad 10.9-inch (10th Gen) Enterprise Tablet,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,"All-screen design with Liquid Retina display, A14 Bionic, USB-C and Apple Pencil support",MPQ03HN/A,EACH,33000.00,39900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0072,TAB-APP-IPAIRM2,Apple iPad Air 11-inch M2 Enterprise Edition,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,Apple M2 chip performance with landscape 12MP ultra-wide front camera for Zoom/Teams,MUWC3HN/A,EACH,51000.00,59900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0073,TAB-APP-IPPRO11M4,Apple iPad Pro 11-inch M4 Ultra Retina Enterprise,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,World's most advanced display with Tandem OLED Ultra Retina XDR and revolutionary M4 silicon,MVX23HN/A,EACH,86000.00,99900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0074,TAB-APP-IPPRO13M4,Apple iPad Pro 13-inch M4 Ultra Retina Executive Tablet,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,"Ultra-thin 5.1mm design, 13-inch Tandem OLED, M4 10-core CPU engineered for C-suite and creative leads",MVX63HN/A,EACH,112000.00,129900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
