customer_id,customer_code,company_name,industry,customer_tier,city,state,country,billing_address,shipping_address,credit_limit,payment_terms_days,account_manager,status
CUST-011,DHI-INF-11,Deccan Horizon InfoTech Pvt Ltd,IT Services,Enterprise,Pune,Maharashtra,India,"Hinjawadi Phase 2, Rajiv Gandhi Infotech Park, Pune 411057","Hinjawadi Phase 2, Rajiv Gandhi Infotech Park, Pune 411057",55000000.0,45,Sunil Joshi,ACTIVE
CUST-012,SMF-COR-12,Sterling Micro-Fintech Corp,BFSI,Enterprise,Mumbai,Maharashtra,India,"Naman Chambers, C-32 G Block BKC, Mumbai 400051","Naman Chambers, C-32 G Block BKC, Mumbai 400051",50000000.0,45,Sunil Joshi,ACTIVE
CUST-013,KLW-LOG-13,Kalinga Logistics & Warehousing Pvt Ltd,Logistics,SMB,Navi Mumbai,Maharashtra,India,"Taloja MIDC Sector 14, Navi Mumbai 410208","Taloja MIDC Sector 14, Navi Mumbai 410208",20000000.0,30,Pooja Desai,ACTIVE
CUST-014,KTP-OPS-14,Karnavati Tech Park Operations Pvt Ltd,Real Estate,SMB,Ahmedabad,Gujarat,India,"SG Highway, Makarba, Ahmedabad 380051","SG Highway, Makarba, Ahmedabad 380051",18000000.0,30,Pooja Desai,ACTIVE
CUST-015,MHS-HLT-15,Meridian Healthcare Systems Ltd,Healthcare,Strategic,Bengaluru,Karnataka,India,"Electronic City Phase 1, Hosur Road, Bengaluru 560100","Electronic City Phase 1, Hosur Road, Bengaluru 560100",90000000.0,60,Deepak Nair,ACTIVE
CUST-016,CCT-CLD-16,Cauvery Cloud Technologies Pvt Ltd,IT Services,Enterprise,Bengaluru,Karnataka,India,"Whitefield Main Road, EPIP Zone, Bengaluru 560066","Whitefield Main Road, EPIP Zone, Bengaluru 560066",65000000.0,45,Deepak Nair,ACTIVE
CUST-017,SSE-EMB-17,Silicon South Embedded Labs,IT Services,SMB,Bengaluru,Karnataka,India,"Outer Ring Road, Bellandur, Bengaluru 560103","Outer Ring Road, Bellandur, Bengaluru 560103",25000000.0,30,Deepak Nair,ACTIVE
CUST-018,TCG-CYB-18,Telengana Cyber Grid Solutions,IT Services,Enterprise,Hyderabad,Telangana,India,"Hitec City, Madhapur, Hyderabad 500081","Hitec City, Madhapur, Hyderabad 500081",60000000.0,60,Vikram Sen,ACTIVE
CUST-019,NFS-SOL-19,Nizami FinServe Solutions Pvt Ltd,BFSI,SMB,Hyderabad,Telangana,India,"Financial District, Nanakramguda, Hyderabad 500032","Financial District, Nanakramguda, Hyderabad 500032",30000000.0,30,Vikram Sen,ACTIVE
CUST-020,GAT-AGR-20,Godavari AgriTech Solutions Pvt Ltd,Logistics,SMB,Rajahmundry,Andhra Pradesh,India,"Industrial Corridor, Morampudi, Rajahmundry 533107","Industrial Corridor, Morampudi, Rajahmundry 533107",12000000.0,30,Vikram Sen,ACTIVE
CUST-021,IPC-CON-21,Indraprastha IT Consulting LLP,IT Services,Enterprise,Gurugram,Haryana,India,"Cyber City Building 10, DLF Phase 2, Gurugram 122002","Cyber City Building 10, DLF Phase 2, Gurugram 122002",70000000.0,45,Siddharth Khanna,ACTIVE
CUST-022,DCH-NET-22,Delhi Capital Hospital Network,Healthcare,Enterprise,New Delhi,Delhi,India,"Institutional Area, Saket, New Delhi 110017","Institutional Area, Saket, New Delhi 110017",55000000.0,45,Siddharth Khanna,ACTIVE
CUST-023,NPR-ROB-23,Noida Precision Robotics Pvt Ltd,Manufacturing,SMB,Noida,Uttar Pradesh,India,"Sector 62 Institutional Area, Noida 201309","Sector 62 Institutional Area, Noida 201309",22000000.0,30,Siddharth Khanna,ACTIVE
CUST-024,HAL-AGR-24,Haryana Agro Logistics Corp,Logistics,SMB,Faridabad,Haryana,India,"Mathura Road, Sector 31, Faridabad 121003","Mathura Road, Sector 31, Faridabad 121003",15000000.0,30,Siddharth Khanna,ACTIVE
CUST-025,CMS-MAR-25,Coromandel Maritime Solutions Ltd,Logistics,Enterprise,Chennai,Tamil Nadu,India,"Rajiv Gandhi Salai, OMR, Sholinganallur, Chennai 600119","Rajiv Gandhi Salai, OMR, Sholinganallur, Chennai 600119",48000000.0,45,Deepak Nair,ACTIVE
CUST-026,CFA-FIN-26,Chola Financial Advisory Services,BFSI,SMB,Chennai,Tamil Nadu,India,"Anna Salai, Mount Road, Chennai 600002","Anna Salai, Mount Road, Chennai 600002",18000000.0,30,Deepak Nair,ACTIVE
CUST-027,ROH-HSP-27,Royal Orchid Hospitality Group,Hospitality,Enterprise,Jaipur,Rajasthan,India,"Tonk Road, Durgapura, Jaipur 302018","Tonk Road, Durgapura, Jaipur 302018",32000000.0,45,Manish Mehta,ACTIVE
CUST-028,MHE-ENG-28,Mewar Heavy Engineering Ltd,Manufacturing,Enterprise,Udaipur,Rajasthan,India,"Sukher Industrial Area, Udaipur 313004","Sukher Industrial Area, Udaipur 313004",42000000.0,45,Manish Mehta,ACTIVE
CUST-029,KPW-LOG-29,Kolkata Port Warehousing Services,Logistics,SMB,Kolkata,West Bengal,India,"Strand Road, Fairlie Place, Kolkata 700001","Strand Road, Fairlie Place, Kolkata 700001",16000000.0,30,Siddharth Khanna,ACTIVE
CUST-030,EPD-POW-30,Eastern Power Distribution Equipment Ltd,Manufacturing,Strategic,Durgapur,West Bengal,India,"Muchipara Industrial Zone, Durgapur 713212","Muchipara Industrial Zone, Durgapur 713212",85000000.0,60,Siddharth Khanna,ACTIVE
CUST-031,SVI-INF-31,Saurashtra Valves & Instruments Ltd,Manufacturing,SMB,Rajkot,Gujarat,India,"Aji GIDC Industrial Estate, Rajkot 360003","Aji GIDC Industrial Estate, Rajkot 360003",14000000.0,30,Pooja Desai,ACTIVE
CUST-032,KCR-CER-32,Kutch Ceramics & Tiles Consortium,Manufacturing,Enterprise,Morbi,Gujarat,India,"National Highway 8A, Trajpar, Morbi 363642","National Highway 8A, Trajpar, Morbi 363642",38000000.0,45,Manish Mehta,ACTIVE
CUST-033,AEC-EDU-33,Ahmedabad Education City Foundation,Education,Enterprise,Ahmedabad,Gujarat,India,"Drive-In Road, Thaltej, Ahmedabad 380054","Drive-In Road, Thaltej, Ahmedabad 380054",30000000.0,45,Kavita Sharma,ACTIVE
CUST-034,GEC-GOV-34,Gujarat Energy Transmission Infra Corp,Government,Strategic,Vadodara,Gujarat,India,"Sardar Patel Vidyut Bhavan, Race Course, Vadodara 390007","Sardar Patel Vidyut Bhavan, Race Course, Vadodara 390007",150000000.0,90,Rahul Verma,ACTIVE
CUST-035,VMD-MED-35,Vallabh Medical Diagnostic Centers,Healthcare,SMB,Surat,Gujarat,India,"Majura Gate, Ring Road, Surat 395001","Majura Gate, Ring Road, Surat 395001",20000000.0,30,Pooja Desai,ACTIVE
CUST-036,PLX-PHR-36,Pinnacle Laboratories & Diagnostics,Pharma,Enterprise,Ahmedabad,Gujarat,India,"Sanand GIDC Phase II, Ahmedabad 382110","Sanand GIDC Phase II, Ahmedabad 382110",42000000.0,45,Kavita Sharma,ACTIVE
CUST-037,TRI-RET-37,Trinity Retail Hypermarkets Pvt Ltd,Retail,Enterprise,Mumbai,Maharashtra,India,"Kurla West, LBS Marg, Mumbai 400070","Kurla West, LBS Marg, Mumbai 400070",52000000.0,45,Sunil Joshi,ACTIVE
CUST-038,BLS-LOG-38,BlueLine Shipping & Container Yards,Logistics,Enterprise,Kandla,Gujarat,India,"Port Road, New Kandla, Gandhidham 370210","Port Road, New Kandla, Gandhidham 370210",46000000.0,45,Manish Mehta,ACTIVE
CUST-039,VSH-HSP-39,Vanguard Star Hospitalities Pvt Ltd,Hospitality,SMB,Goa,Goa,India,"Miramar Beach Road, Panaji 403001","Miramar Beach Road, Panaji 403001",16000000.0,30,Sunil Joshi,ACTIVE
CUST-040,SBT-TEX-40,Sabarmati Textiles & Weaving Mills,Manufacturing,Enterprise,Ahmedabad,Gujarat,India,"Amraiwadi Industrial Estate, Ahmedabad 380026","Amraiwadi Industrial Estate, Ahmedabad 380026",36000000.0,45,Kavita Sharma,ACTIVE
