line_id,quotation_id,line_number,item_type,product_variant_id,service_id,subscription_plan_id,description,quantity,unit_price,discount_percent,discount_amount,tax_rate,tax_amount,line_total,billing_type,fulfillment_warehouse_id,fulfillment_status
QL-00041,QT-0012,2,PRODUCT,VAR-0207,,,HP Z8 Fury G5 Xeon w9-3495X / 256GB ECC / 8TB / Dual RTX 6000 Ada,10,966000.00,3.00,289800.00,18.0,1686636.00,11056836.00,ONE_TIME,WH-001,ALLOCATED
QL-00042,QT-0012,3,PRODUCT,VAR-0367,,,Enterprise Operational IT Hardware Component Tier-43 (STO) - Professional High-End Edition,2,23125.00,10.00,4625.00,18.0,7492.50,49117.50,ONE_TIME,WH-001,ALLOCATED
QL-00043,QT-0012,4,SERVICE,,SRV-008,,Enterprise Admin Systems Training,1,11000.00,0.00,0.00,18.0,1980.00,12980.00,ONE_TIME,,PENDING
QL-00044,QT-0012,5,SUBSCRIPTION,,,SUB-008,Managed SOC Threat Hunting (Per Server Node) (Monthly),1,4200.00,0.00,0.00,18.0,756.00,4956.00,RECURRING,,PENDING
QL-00045,QT-0013,1,PRODUCT,VAR-0241,,,FortiGate 200F Appliance with Dual Redundant Power Supplies,2,408000.00,10.00,81600.00,18.0,132192.00,866592.00,ONE_TIME,WH-001,ALLOCATED
QL-00046,QT-0013,2,PRODUCT,VAR-0003,,,Dell Latitude 7440 i7 / 16GB / 512GB SSD / Titan Grey,50,105000.00,7.50,393750.00,18.0,874125.00,5730375.00,ONE_TIME,WH-001,ALLOCATED
QL-00047,QT-0013,3,PRODUCT,VAR-0014,,,ThinkPad P1 Gen 6 i9 / 64GB / 2TB / RTX 4000 Ada 12GB,5,290000.00,0.00,0.00,18.0,261000.00,1711000.00,ONE_TIME,WH-001,ALLOCATED
QL-00048,QT-0013,4,PRODUCT,VAR-0092,,,iPad Pro 11 M4 512GB Wi-Fi + 5G Cellular Silver,75,129900.00,10.00,974250.00,18.0,1578285.00,10346535.00,ONE_TIME,WH-001,ALLOCATED
QL-00049,QT-0014,1,PRODUCT,VAR-0104,,,Aruba CX 6200F 48G PoE+ 4x SFP+ with Dual Redundant Hot-Swap PSUs,50,258000.00,3.00,387000.00,18.0,2252340.00,14765340.00,ONE_TIME,WH-001,ALLOCATED
QL-00050,QT-0014,2,PRODUCT,VAR-0263,,,Logitech C925e Business Webcam Full HD 1080p,20,8995.00,5.00,8995.00,18.0,30762.90,201667.90,ONE_TIME,WH-001,ALLOCATED
QL-00051,QT-0015,1,PRODUCT,VAR-0476,,,ThinkPad Universal USB-C Dock with 90W AC Adapter - Arctic White / Silver Edition,75,14300.00,0.00,0.00,18.0,193050.00,1265550.00,ONE_TIME,WH-001,ALLOCATED
QL-00052,QT-0015,2,PRODUCT,VAR-0052,,,ThinkStation P5 Xeon w7-2495X / 128GB ECC / 2TB / RTX 5000 Ada 32GB,75,372000.00,5.00,1395000.00,18.0,4770900.00,31275900.00,ONE_TIME,WH-001,ALLOCATED
QL-00053,QT-0015,3,PRODUCT,VAR-0103,,,Aruba CX 6200F 48G Class 4 PoE 4x SFP+ 740W Switch,10,226000.00,12.00,271200.00,18.0,357984.00,2346784.00,ONE_TIME,WH-001,ALLOCATED
QL-00054,QT-0015,4,PRODUCT,VAR-0179,,,HP EliteBook 640 G10 i7 / 32GB / 1TB SSD,10,86000.00,7.50,64500.00,18.0,143190.00,938690.00,ONE_TIME,WH-001,ALLOCATED
QL-00055,QT-0015,5,SERVICE,,SRV-012,,Firmware & Security Compliance Audit,1,26000.00,0.00,0.00,18.0,4680.00,30680.00,ONE_TIME,,PENDING
QL-00056,QT-0016,1,PRODUCT,VAR-0047,,,Precision 7960 Xeon w9 / 128GB ECC / 4TB / Single RTX 6000 Ada 48GB,75,624000.00,3.00,1404000.00,18.0,8171280.00,53567280.00,ONE_TIME,WH-001,ALLOCATED
QL-00057,QT-0016,2,PRODUCT,VAR-0010,,,Lenovo ThinkPad T14 Gen 4 i7 / 32GB / 1TB SSD / Thunder Black,50,97000.00,12.00,582000.00,18.0,768240.00,5036240.00,ONE_TIME,WH-001,ALLOCATED
QL-00058,QT-0016,3,SUBSCRIPTION,,,SUB-003,24x7 Enterprise Infrastructure NOC Monitoring (Monthly),1,8500.00,0.00,0.00,18.0,1530.00,10030.00,RECURRING,,PENDING
QL-00059,QT-0017,1,PRODUCT,VAR-0367,,,Enterprise Operational IT Hardware Component Tier-43 (STO) - Professional High-End Edition,10,23125.00,5.00,11562.50,18.0,39543.75,259231.25,ONE_TIME,WH-001,ALLOCATED
QL-00060,QT-0017,2,PRODUCT,VAR-0449,,,Enterprise Operational IT Hardware Component Tier-84 (UPS) - Professional High-End Edition,5,26250.00,0.00,0.00,18.0,23625.00,154875.00,ONE_TIME,WH-001,ALLOCATED
QL-00061,QT-0017,3,PRODUCT,VAR-0275,,,"Cisco 10GBASE-LR SFP+ Optical Transceiver (1310nm, SMF, LC Duplex)",20,23500.00,7.50,35250.00,18.0,78255.00,513005.00,ONE_TIME,WH-001,ALLOCATED
QL-00062,QT-0017,4,PRODUCT,VAR-0096,,,Galaxy Tab Active4 Pro 128GB 5G Black Enterprise Rugged,20,69000.00,5.00,69000.00,18.0,235980.00,1546980.00,ONE_TIME,WH-001,ALLOCATED
QL-00063,QT-0018,1,PRODUCT,VAR-0490,,,Poly Studio X50 Video Bar + Poly TC8 Touch Room Controller bundled with Additional Table Microphone Pod,50,286000.00,12.00,1716000.00,18.0,2265120.00,14849120.00,ONE_TIME,WH-001,ALLOCATED
QL-00064,QT-0018,2,PRODUCT,VAR-0432,,,Enterprise Operational IT Hardware Component Tier-76 (SEC) - Standard Edition,2,3200.00,3.00,192.00,18.0,1117.44,7325.44,ONE_TIME,WH-001,ALLOCATED
QL-00065,QT-0018,3,PRODUCT,VAR-0171,,,Cisco 10G SFP+ Twinax Passive Copper Cable 3-Meter,2,4200.00,7.50,630.00,18.0,1398.60,9168.60,ONE_TIME,WH-001,ALLOCATED
QL-00066,QT-0018,4,PRODUCT,VAR-0116,,,Synology DS923+ Populated with 32TB Storage (4x 8TB Enterprise HDDs),30,114000.00,7.50,256500.00,18.0,569430.00,3732930.00,ONE_TIME,WH-001,ALLOCATED
QL-00067,QT-0018,5,PRODUCT,VAR-0136,,,"Dell P2422H 24"" FHD 1920x1080 IPS Height-Adjustable Monitor",75,15200.00,10.00,114000.00,18.0,184680.00,1210680.00,ONE_TIME,WH-001,ALLOCATED
QL-00068,QT-0018,6,SERVICE,,SRV-011,,Storage SAN/NAS LUN Provisioning,1,16800.00,5.00,840.00,18.0,2872.80,18832.80,ONE_TIME,,PENDING
QL-00069,QT-0019,1,PRODUCT,VAR-0389,,,Enterprise Operational IT Hardware Component Tier-54 (UPS) - Professional High-End Edition,75,26250.00,12.00,236250.00,18.0,311850.00,2044350.00,ONE_TIME,WH-001,ALLOCATED
QL-00070,QT-0019,2,PRODUCT,VAR-0368,,,Enterprise Operational IT Hardware Component Tier-44 (UPS) - Standard Edition,75,21000.00,12.00,189000.00,18.0,249480.00,1635480.00,ONE_TIME,WH-001,ALLOCATED
QL-00071,QT-0019,3,PRODUCT,VAR-0030,,,Acer TravelMate P6 i7 / 32GB / 1TB / OLED,5,94000.00,7.50,35250.00,18.0,78255.00,513005.00,ONE_TIME,WH-001,ALLOCATED
QL-00072,QT-0020,1,PRODUCT,VAR-0116,,,Synology DS923+ Populated with 32TB Storage (4x 8TB Enterprise HDDs),10,114000.00,12.00,136800.00,18.0,180576.00,1183776.00,ONE_TIME,WH-001,ALLOCATED
QL-00073,QT-0020,2,PRODUCT,VAR-0422,,,Enterprise Operational IT Hardware Component Tier-71 (SEC) - Standard Edition,10,3200.00,0.00,0.00,18.0,5760.00,37760.00,ONE_TIME,WH-001,ALLOCATED
QL-00074,QT-0020,3,PRODUCT,VAR-0452,,,Enterprise Operational IT Hardware Component Tier-86 (SEC) - Standard Edition,50,3200.00,12.00,19200.00,18.0,25344.00,166144.00,ONE_TIME,WH-001,ALLOCATED
QL-00075,QT-0020,4,PRODUCT,VAR-0048,,,Precision 7960 Xeon w9 / 256GB ECC / 8TB / Dual RTX 6000 Ada (96GB VRAM),30,1004000.00,12.00,3614400.00,18.0,4771008.00,31276608.00,ONE_TIME,WH-001,ALLOCATED
QL-00076,QT-0020,5,PRODUCT,VAR-0065,,,Apple iPhone 15 Pro 128GB Black Titanium,30,134900.00,12.00,485640.00,18.0,641044.80,4202404.80,ONE_TIME,WH-001,ALLOCATED
QL-00077,QT-0020,6,SUBSCRIPTION,,,SUB-004,Managed Cloud Backup BaaS - 1 TB (Monthly),1,1800.00,0.00,0.00,18.0,324.00,2124.00,RECURRING,,PENDING
QL-00078,QT-0021,1,PRODUCT,VAR-0532,,,LC-to-LC Duplex OM4 50/125 Multimode Fiber Cable 5-Meter (Aqua) (5-Meter Extended Reach),20,3750.00,5.00,3750.00,18.0,12825.00,84075.00,ONE_TIME,WH-001,ALLOCATED
QL-00079,QT-0021,2,PRODUCT,VAR-0098,,,Cisco Catalyst 9200L 24-Port Full PoE+ (370W) 4x10G SFP+ Uplink Network Advantage,50,213000.00,12.00,1278000.00,18.0,1686960.00,11058960.00,ONE_TIME,WH-001,ALLOCATED
QL-00080,QT-0021,3,PRODUCT,VAR-0444,,,Enterprise Operational IT Hardware Component Tier-82 (MON) - Standard Edition,50,23500.00,7.50,88125.00,18.0,195637.50,1282512.50,ONE_TIME,WH-001,ALLOCATED
QL-00081,QT-0021,4,PRODUCT,VAR-0255,,,"BenQ PD2705U 27"" 4K UHD Factory Color-Calibrated Designer Monitor",5,49900.00,10.00,24950.00,18.0,40419.00,264969.00,ONE_TIME,WH-001,ALLOCATED
QL-00082,QT-0021,5,SERVICE,,SRV-010,,Dedicated L2 Field Support Engineer,1,6500.00,0.00,0.00,18.0,1170.00,7670.00,ONE_TIME,,PENDING
QL-00083,QT-0022,1,PRODUCT,VAR-0161,,,Logitech Brio 4K Ultra HD Pro Webcam with Privacy Shutter,75,17500.00,7.50,98437.50,18.0,218531.25,1432593.75,ONE_TIME,WH-001,ALLOCATED
QL-00084,QT-0022,2,PRODUCT,VAR-0518,,,Kingston ValueRAM 32GB DDR5 5600MT/s Non-ECC CL46 2Rx8 1.1V SODIMM - Arctic White / Silver Edition,75,9900.00,7.50,55687.50,18.0,123626.25,810438.75,ONE_TIME,WH-001,ALLOCATED
QL-00085,QT-0023,1,PRODUCT,VAR-0077,,,Samsung Galaxy S24 256GB Marble Gray,5,84999.00,5.00,21249.75,18.0,72674.15,476419.40,ONE_TIME,WH-001,ALLOCATED
QL-00086,QT-0023,2,PRODUCT,VAR-0504,,,"HP E27 G4 27"" FHD (1920x1080) 60Hz IPS Display with Premium Dual-Monitor Desk Arm Bundle",10,23400.00,0.00,0.00,18.0,42120.00,276120.00,ONE_TIME,WH-001,ALLOCATED
QL-00087,QT-0023,3,PRODUCT,VAR-0329,,,Enterprise Operational IT Hardware Component Tier-24 (UPS) - Professional High-End Edition,30,26250.00,3.00,23625.00,18.0,137497.50,901372.50,ONE_TIME,WH-001,ALLOCATED
QL-00088,QT-0024,1,PRODUCT,VAR-0413,,,Enterprise Operational IT Hardware Component Tier-66 (SEC) - Professional High-End Edition,75,4000.00,10.00,30000.00,18.0,48600.00,318600.00,ONE_TIME,WH-001,ALLOCATED
QL-00089,QT-0024,2,PRODUCT,VAR-0241,,,FortiGate 200F Appliance with Dual Redundant Power Supplies,20,408000.00,0.00,0.00,18.0,1468800.00,9628800.00,ONE_TIME,WH-001,ALLOCATED
QL-00090,QT-0024,3,PRODUCT,VAR-0081,,,Google Pixel 8 Pro 128GB Obsidian,75,106999.00,7.50,601869.38,18.0,1336150.01,8759205.63,ONE_TIME,WH-001,ALLOCATED
QL-00091,QT-0024,4,PRODUCT,VAR-0471,,,HP Color LaserJet Enterprise MFP M480f Print/Copy/Scan/Fax with Additional 550-Sheet Paper Feeder Tray,20,94500.00,5.00,94500.00,18.0,323190.00,2118690.00,ONE_TIME,WH-001,ALLOCATED
QL-00092,QT-0024,5,PRODUCT,VAR-0455,,,Enterprise Operational IT Hardware Component Tier-87 (MON) - Professional High-End Edition,2,29375.00,7.50,4406.25,18.0,9781.88,64125.63,ONE_TIME,WH-001,ALLOCATED
QL-00093,QT-0024,6,SERVICE,,SRV-012,,Firmware & Security Compliance Audit,1,26000.00,10.00,2600.00,18.0,4212.00,27612.00,ONE_TIME,,PENDING
QL-00094,QT-0024,7,SUBSCRIPTION,,,SUB-001,Comprehensive Enterprise AMC (4hr SLA) (Annually),1,48000.00,0.00,0.00,18.0,8640.00,56640.00,RECURRING,,PENDING
QL-00095,QT-0025,1,PRODUCT,VAR-0414,,,Enterprise Operational IT Hardware Component Tier-67 (MON) - Standard Edition,2,23500.00,10.00,4700.00,18.0,7614.00,49914.00,ONE_TIME,WH-001,ALLOCATED
QL-00096,QT-0025,2,PRODUCT,VAR-0423,,,Enterprise Operational IT Hardware Component Tier-71 (SEC) - Professional High-End Edition,30,4000.00,0.00,0.00,18.0,21600.00,141600.00,ONE_TIME,WH-001,ALLOCATED
QL-00097,QT-0026,1,PRODUCT,VAR-0312,,,Enterprise Operational IT Hardware Component Tier-16 (SEC) - Standard Edition,30,3200.00,3.00,2880.00,18.0,16761.60,109881.60,ONE_TIME,WH-001,ALLOCATED
QL-00098,QT-0026,2,PRODUCT,VAR-0521,,,Logitech Rally Bar Mini Video Bar Appliance Graphite bundled with Additional Table Microphone Pod,50,253000.00,12.00,1518000.00,18.0,2003760.00,13135760.00,ONE_TIME,WH-001,ALLOCATED
QL-00099,QT-0027,1,PRODUCT,VAR-0350,,,Enterprise Operational IT Hardware Component Tier-35 (ACC) - Standard Edition,10,1800.00,10.00,1800.00,18.0,2916.00,19116.00,ONE_TIME,WH-001,ALLOCATED
QL-00100,QT-0027,2,PRODUCT,VAR-0373,,,Enterprise Operational IT Hardware Component Tier-46 (SEC) - Professional High-End Edition,75,4000.00,10.00,30000.00,18.0,48600.00,318600.00,ONE_TIME,WH-001,ALLOCATED
QL-00101,QT-0027,3,PRODUCT,VAR-0056,,,Dell PowerEdge R760 2x Xeon Gold 6448Y / 256GB ECC / 8x 1.92TB SSD / PERC H755,30,643000.00,7.50,1446750.00,18.0,3211785.00,21055035.00,ONE_TIME,WH-001,ALLOCATED
QL-00102,QT-0027,4,PRODUCT,VAR-0229,,,iPad Air 13 M2 256GB Wi-Fi + 5G Cellular Starlight,50,100900.00,12.00,605400.00,18.0,799128.00,5238728.00,ONE_TIME,WH-001,ALLOCATED
QL-00103,QT-0027,5,PRODUCT,VAR-0466,,,"Dell U3223QE 31.5"" 4K UHD IPS Black USB-C Hub Display with Premium Dual-Monitor Desk Arm Bundle",10,82000.00,12.00,98400.00,18.0,129888.00,851488.00,ONE_TIME,WH-001,ALLOCATED
QL-00104,QT-0027,6,SERVICE,,SRV-008,,Enterprise Admin Systems Training,1,11000.00,0.00,0.00,18.0,1980.00,12980.00,ONE_TIME,,PENDING
QL-00105,QT-0028,1,PRODUCT,VAR-0228,,,iPad Air 13 M2 128GB Wi-Fi Space Grey,10,79900.00,5.00,39950.00,18.0,136629.00,895679.00,ONE_TIME,WH-001,ALLOCATED
QL-00106,QT-0028,2,PRODUCT,VAR-0003,,,Dell Latitude 7440 i7 / 16GB / 512GB SSD / Titan Grey,75,105000.00,12.00,945000.00,18.0,1247400.00,8177400.00,ONE_TIME,WH-001,ALLOCATED
QL-00107,QT-0028,3,SUBSCRIPTION,,,SUB-005,Enterprise Cloud Backup BaaS - 10 TB (Monthly),1,14000.00,0.00,0.00,18.0,2520.00,16520.00,RECURRING,,PENDING
QL-00108,QT-0029,1,PRODUCT,VAR-0109,,,FortiGate 100F Appliance with Dual Internal Redundant Power Supplies,5,222000.00,12.00,133200.00,18.0,175824.00,1152624.00,ONE_TIME,WH-001,ALLOCATED
QL-00109,QT-0029,2,PRODUCT,VAR-0047,,,Precision 7960 Xeon w9 / 128GB ECC / 4TB / Single RTX 6000 Ada 48GB,50,624000.00,12.00,3744000.00,18.0,4942080.00,32398080.00,ONE_TIME,WH-001,ALLOCATED
QL-00110,QT-0029,3,PRODUCT,VAR-0169,,,Poly Studio X50 Video Bar + Poly TC8 Touch Room Controller,20,258000.00,0.00,0.00,18.0,928800.00,6088800.00,ONE_TIME,WH-001,ALLOCATED
QL-00111,QT-0029,4,PRODUCT,VAR-0505,,,"LG 27"" QHD (2560x1440) IPS with Heavy-Duty Ergo Desk Arm with Premium Dual-Monitor Desk Arm Bundle",10,36500.00,10.00,36500.00,18.0,59130.00,387630.00,ONE_TIME,WH-001,ALLOCATED
QL-00112,QT-0030,1,PRODUCT,VAR-0193,,,ASUS ExpertBook B5 Flip i7 / 32GB / 1TB Touch,5,104500.00,7.50,39187.50,18.0,86996.25,570308.75,ONE_TIME,WH-001,ALLOCATED
QL-00113,QT-0030,2,PRODUCT,VAR-0124,,,WD Ultrastar DC HC550 18TB 7200 RPM Enterprise SATA HDD,75,33500.00,3.00,75375.00,18.0,438682.50,2875807.50,ONE_TIME,WH-001,ALLOCATED
QL-00114,QT-0030,3,PRODUCT,VAR-0403,,,Enterprise Operational IT Hardware Component Tier-61 (SEC) - Professional High-End Edition,50,4000.00,5.00,10000.00,18.0,34200.00,224200.00,ONE_TIME,WH-001,ALLOCATED
QL-00115,QT-0030,4,SERVICE,,SRV-002,,Hypervisor & OS Provisioning,1,14500.00,5.00,725.00,18.0,2479.50,16254.50,ONE_TIME,,PENDING
QL-00116,QT-0031,1,PRODUCT,VAR-0127,,,APC Smart-UPS 1500VA 2U Rackmount (1000 Watts) with Rail Kit,20,50000.00,12.00,120000.00,18.0,158400.00,1038400.00,ONE_TIME,WH-001,ALLOCATED
QL-00117,QT-0031,2,PRODUCT,VAR-0462,,,Samsung Galaxy XCover6 Pro 128GB Rugged Enterprise Edition 512GB Titanium Silver 5G Enterprise,30,62538.82,10.00,187616.46,18.0,303938.67,1992486.81,ONE_TIME,WH-001,ALLOCATED
