product_id,product_code,product_name,brand,category_id,subcategory_id,product_type,description,manufacturer_part_number,unit,base_cost,base_price,tax_rate,warranty_months,status,is_serialized,is_recurring,created_at,updated_at
PROD-0026,WKS-LEN-TSP5,Lenovo ThinkStation P5 Aston Martin Inspired Workstation,Lenovo Group Ltd,CAT-COMP,CAT-WKS,HARDWARE,"Co-designed with Aston Martin, advanced thermal design engineered for compute-heavy development",30GA0001IN,EACH,210000.00,252000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0027,SRV-DEL-R660,Dell PowerEdge R660 1U Dual-Socket Rack Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"High-density 1U dual-socket rack server optimized for virtualization, web infrastructure, and scale-out workloads",DEL-R660-BASE,EACH,280000.00,336000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0028,SRV-DEL-R760,Dell PowerEdge R760 2U Dual-Socket Enterprise Rack Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Industry flagship 2U server for demanding workloads including AI inferencing, large in-memory databases, and high virtualization density",DEL-R760-BASE,EACH,390000.00,468000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0029,SRV-HPE-DL380G11,HPE ProLiant DL380 Gen11 2U Enterprise Rack Server,Hewlett Packard Enterprise,CAT-INFRA,CAT-SRV,HARDWARE,"The enterprise standard for workload versatility, hardware security (Silicon Root of Trust) and scalable I/O expansion",P52560-B21,EACH,385000.00,462000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0030,SRV-HPE-DL360G11,HPE ProLiant DL360 Gen11 1U High-Density Rack Server,Hewlett Packard Enterprise,CAT-INFRA,CAT-SRV,HARDWARE,"Dense compute 1U server engineered for electronic design automation (EDA), containers, and financial analytics",P52499-B21,EACH,290000.00,348000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0031,SRV-LEN-SR650V3,Lenovo ThinkSystem SR650 V3 2U Dual-Socket Rack Server,Lenovo Group Ltd,CAT-INFRA,CAT-SRV,HARDWARE,"Top-performing 2U server delivering unmatched reliability, scalability and XClarity enterprise management",7D75A00VIN,EACH,360000.00,432000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0032,SRV-DEL-T360,Dell PowerEdge T360 Single-Socket Tower Server,Dell Technologies,CAT-INFRA,CAT-SRV,HARDWARE,"Quiet and compact office tower server for branch offices, local IT infrastructure, and file/print services",DEL-T360-BASE,EACH,145000.00,174000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0033,PHN-APL-IP15P,Apple iPhone 15 Pro 5G Enterprise Mobility Smartphone,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,"Aerospace-grade titanium design, A17 Pro chip, Action button, USB-C with USB 3 speeds, Apple Business Manager enrolled",MTV03HN/A,EACH,112000.00,134900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0034,PHN-APL-IP15PM,Apple iPhone 15 Pro Max 5G Executive Smartphone,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,"Top-tier executive corporate mobile device with 5x telephoto camera, titanium frame, and exceptional battery life",MU773HN/A,EACH,132000.00,159900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0035,PHN-APL-IP15,Apple iPhone 15 5G Corporate Workforce Edition,Apple Inc.,CAT-MOB,CAT-SMP,HARDWARE,"Mainstream corporate deployment smartphone featuring Dynamic Island, 48MP main camera, and USB-C",MTP03HN/A,EACH,66000.00,79900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0036,PHN-SAM-S24U,Samsung Galaxy S24 Ultra 5G Enterprise Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Titanium build, embedded S Pen, Galaxy AI productivity suite, and Samsung Knox Suite hardware security",SM-S928BZKCINU,EACH,108000.00,129999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0037,PHN-SAM-S24P,Samsung Galaxy S24+ 5G Business Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Large QHD+ display, 12GB RAM standard, Galaxy AI live translate, and all-day corporate battery endurance",SM-S926BZKPINU,EACH,82000.00,99999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0038,PHN-SAM-S24,Samsung Galaxy S24 5G Compact Business Smartphone,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,Compact 6.2-inch flagship designed for sales reps and field consultants with Knox security,SM-S921BZKDINU,EACH,65000.00,79999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0039,PHN-SAM-A55,Samsung Galaxy A55 5G Enterprise Fleet Edition,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"Cost-effective enterprise mobility phone with metal frame, IP67 water resistance, and Knox Vault protection",SM-A556EZKCINS,EACH,32000.00,39999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0040,PHN-SAM-XCOV6,Samsung Galaxy XCover6 Pro Rugged 5G Field Smartphone,Samsung Electronics,CAT-MOB,CAT-SMP,HARDWARE,"MIL-STD-810H and IP68 certified rugged device with replaceable battery, programmable keys, and glove-touch mode",SM-G736UZKEU1,EACH,44000.00,52999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0041,PHN-GGL-PIX8P,Google Pixel 8 Pro 5G Enterprise Smartphone,Google LLC,CAT-MOB,CAT-SMP,HARDWARE,"Google Tensor G3, Titan M2 security coprocessor, best-in-class on-device AI transcription, 7 years OS updates",GA04834-IN,EACH,86000.00,106999.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0042,PHN-GGL-PIX8,Google Pixel 8 5G Business Smartphone,Google LLC,CAT-MOB,CAT-SMP,HARDWARE,"Compact AI smartphone with Actua display, Call Screen, Magic Editor, and Zero-Touch enrollment",GA04803-IN,EACH,61000.00,75999.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0043,PHN-ONE-OP12,OnePlus 12 5G High-Performance Smartphone,OnePlus Technology,CAT-MOB,CAT-SMP,HARDWARE,"Snapdragon 8 Gen 3, 5400mAh battery with 100W SUPERVOOC fast charging, 2K 120Hz ProXDR display",CPH2573,EACH,53000.00,64999.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0044,TAB-APL-IPAD10,Apple iPad 10.9-inch (10th Generation) Commercial Tablet,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,"All-screen design with 10.9-inch Liquid Retina display, A14 Bionic, USB-C, and landscape stereo speakers",MPQ03HN/A,EACH,33000.00,39900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0045,TAB-APL-AIR11M2,Apple iPad Air 11-inch M2 Enterprise Tablet,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,"Redesigned iPad Air supercharged by the Apple M2 chip, supporting Apple Pencil Pro and Magic Keyboard",MU9C3HN/A,EACH,50000.00,59900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0046,TAB-APL-PRO11M4,Apple iPad Pro 11-inch M4 Ultra-Thin OLED Tablet,Apple Inc.,CAT-MOB,CAT-TAB,HARDWARE,"Breakthrough Ultra Retina XDR with Tandem OLED technology, M4 chip, and outrageously thin 5.3mm design",MVVD3HN/A,EACH,83000.00,99900.00,18.0,12,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0047,TAB-SAM-TABS9,Samsung Galaxy Tab S9 11-inch 5G Enterprise Tablet,Samsung Electronics,CAT-MOB,CAT-TAB,HARDWARE,"Dynamic AMOLED 2X display, IP68 water & dust resistance, bundled S Pen, and Samsung DeX multi-tasking",SM-X716BZAAINU,EACH,60000.00,72999.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0048,TAB-SAM-ACT4PRO,Samsung Galaxy Tab Active4 Pro Rugged 10.1-inch 5G Field Tablet,Samsung Electronics,CAT-MOB,CAT-TAB,HARDWARE,"Military-grade ruggedized tablet with anti-shock casing, replaceable 7600mAh battery, S Pen, and No Battery Mode",SM-T636BZKAN02,EACH,52000.00,63000.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0049,NET-CIS-C9200L24P,Cisco Catalyst 9200L 24-Port PoE+ 4x1G Uplink Switch,Cisco Systems,CAT-INFRA,CAT-NET,HARDWARE,"Enterprise foundational Layer 3 access switch with 370W PoE+ budget, Cisco DNA ready, StackWise-80 support",C9200L-24P-4G-E,EACH,145000.00,175000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0050,NET-CIS-C9200L48P,Cisco Catalyst 9200L 48-Port PoE+ 4x10G Uplink Switch,Cisco Systems,CAT-INFRA,CAT-NET,HARDWARE,"High-density Layer 3 enterprise access switch with 740W PoE+ budget, 4x 10G SFP+ uplinks, and redundant power support",C9200L-48P-4X-E,EACH,235000.00,282000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0051,NET-ARU-CX610024G,Aruba CX 6100 24G 4SFP+ Enterprise Switch,Aruba Networks (HPE),CAT-INFRA,CAT-NET,HARDWARE,Cloud-manageable enterprise entry Layer 2/3 switch with built-in high-speed 10G uplinks and robust QoS,JL678A,EACH,74000.00,89000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0052,NET-ARU-CX620048P,Aruba CX 6200F 48G Class 4 PoE 4SFP+ 740W Switch,Aruba Networks (HPE),CAT-INFRA,CAT-NET,HARDWARE,"Next-gen stackable access switch with AOS-CX operating system, integrated analytics engine, and enterprise VSF stacking",JL728B,EACH,188000.00,226000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0053,NET-UBI-USWPRO24P,Ubiquiti UniFi Pro 24 PoE Enterprise Managed Switch,Ubiquiti Networks,CAT-INFRA,CAT-NET,HARDWARE,"Layer 3 switch with (16) GbE PoE+ ports, (8) GbE PoE++ ports, (2) 10G SFP+ ports, and 1.3-inch touchscreen LCM",USW-Pro-24-POE,EACH,54000.00,65500.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0054,NET-FOR-FG60F,Fortinet FortiGate 60F Next-Generation Firewall,Fortinet Inc.,CAT-INFRA,CAT-NET,HARDWARE,"Compact desktop enterprise firewall delivering 10 Gbps firewall throughput, 1 Gbps IPS, and 700 Mbps NGFW security",FG-60F-BDL-950-12,EACH,58000.00,69900.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0055,NET-FOR-FG100F,Fortinet FortiGate 100F Enterprise Rackmount Firewall,Fortinet Inc.,CAT-INFRA,CAT-NET,HARDWARE,"Mid-enterprise 1U rackmount NGFW delivering 1 Gbps threat protection throughput, dual 10G SFP+ ports, and dual PSUs",FG-100F-BDL-950-12,EACH,185000.00,222000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0056,NET-ARU-AP515,Aruba AP-515 Unified Campus Access Point (Wi-Fi 6),Aruba Networks (HPE),CAT-INFRA,CAT-NET,HARDWARE,"Dual-radio Wi-Fi 6 (802.11ax) high-density AP with OFDMA, MU-MIMO, integrated BLE beacon and Zigbee",Q9H62A,EACH,36000.00,43500.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0057,NET-UBI-U6PRO,Ubiquiti UniFi U6 Pro High-Performance Wi-Fi 6 AP,Ubiquiti Networks,CAT-INFRA,CAT-NET,HARDWARE,"Indoor dual-band Wi-Fi 6 AP with 5.3 Gbps aggregate throughput, 4x4 MU-MIMO on 5 GHz and 350+ client capacity",U6-Pro,EACH,14500.00,17800.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0058,STO-SYN-DS923P,Synology DiskStation DS923+ 4-Bay Enterprise Desktop NAS,Synology Inc.,CAT-INFRA,CAT-STO,HARDWARE,"Compact 4-bay NAS scalable up to 9 drives, dual NVMe cache slots, optional 10GbE network expansion",DS923+,EACH,48000.00,58000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0059,STO-SYN-RS2423P,Synology RackStation RS2423+ 12-Bay 2U Rackmount NAS,Synology Inc.,CAT-INFRA,CAT-STO,HARDWARE,"High-capacity 12-bay 2U rackmount storage server for centralized backup, file sharing, and virtualization storage",RS2423+,EACH,155000.00,186000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0060,STO-SAM-PM893,"Samsung PM893 Enterprise Data Center SATA 2.5"" SSD",Samsung Electronics,CAT-INFRA,CAT-STO,HARDWARE,"Server-grade 2.5-inch 6Gb/s SATA SSD with power loss protection, 1.3 DWPD endurance, and consistent low latency",MZ7L33T8HBLT-00A07,EACH,22000.00,27500.00,18.0,60,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0061,STO-SAM-PM1733,Samsung PM1733 PCIe Gen4 NVMe U.2 Enterprise SSD,Samsung Electronics,CAT-INFRA,CAT-STO,HARDWARE,"Ultra-fast PCIe Gen4 x4 enterprise NVMe SSD delivering up to 7,000 MB/s read speed for mission-critical databases",MZQLB3T8HBLS-00007,EACH,38000.00,47000.00,18.0,60,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0062,STO-WD-HC550,"Western Digital Ultrastar DC HC550 3.5"" Data Center HDD",Western Digital,CAT-INFRA,CAT-STO,HARDWARE,HelioSeal helium-filled 7200 RPM enterprise capacity hard drive rated for 2.5M hours MTBF and 550 TB/year workload,WUH721816ALE6L4,EACH,24000.00,29500.00,18.0,60,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0063,UPS-APC-SMT1500,APC Smart-UPS 1500VA LCD 230V Line-Interactive UPS,Schneider Electric (APC),CAT-INFRA,CAT-UPS,HARDWARE,Intelligent and efficient network power protection from entry level to scaleable runtime for servers and switches,SMT1500I,EACH,34000.00,41500.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0064,UPS-APC-SRT3000,APC Smart-UPS On-Line 3kVA (3000VA / 2700W) 230V 2U Rack/Tower,Schneider Electric (APC),CAT-INFRA,CAT-UPS,HARDWARE,True online double-conversion power conditioning with zero transfer time and network management card slot,SRT3000XLI,EACH,88000.00,107000.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0065,UPS-APC-SRT5000,APC Smart-UPS On-Line 5kVA (5000VA / 4500W) 230V,Schneider Electric (APC),CAT-INFRA,CAT-UPS,HARDWARE,"High density, true double-conversion on-line power protection for servers, voice/data networks, and medical labs",SRT5KXLI,EACH,165000.00,198000.00,18.0,24,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0066,UPS-EAT-9PX3000,Eaton 9PX 3000VA (3000W) 2U Rack/Tower Online UPS,Eaton Corporation,CAT-INFRA,CAT-UPS,HARDWARE,Unity power factor (VA=W) online double-conversion UPS delivering 11% more power than typical UPS systems,9PX3000IRT2U,EACH,82000.00,99500.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0067,UPS-VER-GXT53K,Vertiv Liebert GXT5 3000VA (3000W) 230V 2U Online UPS,Vertiv Holdings,CAT-INFRA,CAT-UPS,HARDWARE,"Intelligent, reliable online double-conversion UPS for critical network infrastructure and data centers",GXT5-3000IRT2UXLE,EACH,79000.00,96000.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0068,MON-DEL-P2422H,Dell P2422H 23.8-inch FHD IPS Professional Monitor,Dell Technologies,CAT-PERIPH,CAT-MON,HARDWARE,"Full HD business display with 3-sided ultrathin bezel, ComfortView Plus hardware low blue light, and ergonomic stand",DEL-P2422H,EACH,12500.00,15200.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0069,MON-DEL-P2723DE,Dell P2723DE 27-inch QHD USB-C Hub Monitor,Dell Technologies,CAT-PERIPH,CAT-MON,HARDWARE,"27-inch QHD display that functions as a desktop productivity hub with 90W power delivery, RJ45 Ethernet, and daisy-chain DP",DEL-P2723DE,EACH,28000.00,34500.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
PROD-0070,MON-DEL-U2724D,Dell UltraSharp U2724D 27-inch 120Hz IPS Black Display,Dell Technologies,CAT-PERIPH,CAT-MON,HARDWARE,First 27-inch monitor with 120Hz refresh rate and IPS Black technology delivering 2000:1 contrast ratio and ambient light sensor,DEL-U2724D,EACH,34000.00,41500.00,18.0,36,ACTIVE,true,false,2026-01-10T08:00:00Z,2026-03-01T10:00:00Z
