customer_id,customer_code,company_name,industry,customer_tier,city,state,country,billing_address,shipping_address,credit_limit,payment_terms_days,account_manager,status
CUST-024,OPT-OPT-24,Optima Supply Chain Automations,Logistics technology,Enterprise,Bangalore,Karnataka,India,"Bommasandra Jigani Link Road, Bangalore 560105","Bommasandra Jigani Link Road, Bangalore 560105",42000000.0,30,Karthik Iyer,ACTIVE
CUST-025,VRT-HLT-25,Virtus Health Informatics Pvt Ltd,Healthcare technology,Enterprise,Bangalore,Karnataka,India,"Divyasree Technopolis, Yemlur, Bangalore 560037","Divyasree Technopolis, Yemlur, Bangalore 560037",54000000.0,45,Divya Nambiar,ACTIVE
CUST-026,CLD-KNT-26,CloudKinetic Software India,SaaS,Enterprise,Bangalore,Karnataka,India,"Koramangala 7th Block, Industrial Layout, Bangalore 560095","Koramangala 7th Block, Industrial Layout, Bangalore 560095",46000000.0,30,Priya Sundaram,ACTIVE
CUST-027,AMB-SOL-27,Amber Electric Vehicle Tech Systems,Manufacturing technology,Enterprise,Bangalore,Karnataka,India,"Attibele Industrial Area, Anekal Taluk, Bangalore 562107","Attibele Industrial Area, Anekal Taluk, Bangalore 562107",64000000.0,45,Karthik Iyer,ACTIVE
CUST-028,PRG-ADV-28,Pragmatic Advisory & Tech Partners,Consulting,Enterprise,Bangalore,Karnataka,India,"World Trade Center, Malleswaram West, Bangalore 560055","World Trade Center, Malleswaram West, Bangalore 560055",52000000.0,45,Rohan Sengupta,ACTIVE
CUST-029,EDG-CMP-29,EdgePulse Embedded Computing,Semiconductor,Enterprise,Bangalore,Karnataka,India,"Salarpuria GR Tech Park, Whitefield, Bangalore 560066","Salarpuria GR Tech Park, Whitefield, Bangalore 560066",72000000.0,60,Arun Kulkarni,ACTIVE
CUST-030,ZST-COM-30,ZestCommerce Logistics Platform,E-commerce,Enterprise,Bangalore,Karnataka,India,"Garuda Bhawan, Magrath Road, Bangalore 560025","Garuda Bhawan, Magrath Road, Bangalore 560025",48000000.0,45,Priya Sundaram,ACTIVE
CUST-031,BLR-MED-31,Bangalore Diagnostic AI Networks,Healthcare technology,Enterprise,Bangalore,Karnataka,India,"Bannerghatta Main Road, Bilekahalli, Bangalore 560076","Bannerghatta Main Road, Bilekahalli, Bangalore 560076",50000000.0,45,Divya Nambiar,ACTIVE
CUST-032,TRN-NET-32,Tranzact Cloud Banking Infra,Banking,Enterprise,Bangalore,Karnataka,India,"Prestige Trade Tower, Palace Road, Bangalore 560001","Prestige Trade Tower, Palace Road, Bangalore 560001",78000000.0,60,Rohan Sengupta,ACTIVE
CUST-033,ALT-SFT-33,Altair Edge Software Labs,Software,SMB,Bangalore,Karnataka,India,"14th Main, HSR Layout Sector 4, Bangalore 560102","14th Main, HSR Layout Sector 4, Bangalore 560102",22000000.0,30,Suresh Hegde,ACTIVE
CUST-034,PXL-CRF-34,PixelCraft Game Studios Bangalore,Media technology,SMB,Bangalore,Karnataka,India,"100 Feet Road, Indiranagar, Bangalore 560038","100 Feet Road, Indiranagar, Bangalore 560038",18000000.0,30,Suresh Hegde,ACTIVE
CUST-035,SPK-IOT-35,Sparklink IoT Solutions Pvt Ltd,Electronics,SMB,Bangalore,Karnataka,India,"Veerasandra Industrial Area, Electronic City, Bangalore 560100","Veerasandra Industrial Area, Electronic City, Bangalore 560100",25000000.0,30,Suresh Hegde,ACTIVE
CUST-036,FIN-BOT-36,FinBots Robo-Advisory Labs,FinTech,SMB,Bangalore,Karnataka,India,"12th Main, Koramangala 5th Block, Bangalore 560095","12th Main, Koramangala 5th Block, Bangalore 560095",28000000.0,30,Suresh Hegde,ACTIVE
CUST-037,LGT-RTE-37,LogiRoute Route Optimization AI,Logistics technology,SMB,Bangalore,Karnataka,India,"Kudlu Gate, Hosur Road, Bangalore 560068","Kudlu Gate, Hosur Road, Bangalore 560068",16000000.0,30,Karthik Iyer,ACTIVE
CUST-038,BIO-PRB-38,BioProbe Diagnostics Bangalore,Biotechnology,SMB,Bangalore,Karnataka,India,"Chikka Banavara, Hesaraghatta Main Road, Bangalore 560090","Chikka Banavara, Hesaraghatta Main Road, Bangalore 560090",24000000.0,30,Divya Nambiar,ACTIVE
CUST-039,NEX-EDT-39,NextGen Campus Learning Systems,Education technology,SMB,Bangalore,Karnataka,India,"JP Nagar 7th Phase, Puttenahalli, Bangalore 560078","JP Nagar 7th Phase, Puttenahalli, Bangalore 560078",19000000.0,30,Suresh Hegde,ACTIVE
CUST-040,APX-CLN-40,ApexClean Smart Energy Tech,Manufacturing technology,SMB,Bangalore,Karnataka,India,"Doddaballapur Industrial Area, Bangalore Rural 561203","Doddaballapur Industrial Area, Bangalore Rural 561203",26000000.0,30,Karthik Iyer,ACTIVE
CUST-041,DAT-WEV-41,DataWeave Analytics Partners,Software,SMB,Bangalore,Karnataka,India,"Sarjapur Road, Kaikondrahalli, Bangalore 560035","Sarjapur Road, Kaikondrahalli, Bangalore 560035",20000000.0,30,Suresh Hegde,ACTIVE
CUST-042,KRN-AUT-42,Karnataka Automotive Controls LLP,Manufacturing technology,SMB,Bangalore,Karnataka,India,"Bommasandra Industrial Area Phase 2, Bangalore 560099","Bommasandra Industrial Area Phase 2, Bangalore 560099",23000000.0,30,Karthik Iyer,ACTIVE
CUST-043,BEE-HLT-43,BeeHive Healthcare Telematics,Healthcare technology,SMB,Bangalore,Karnataka,India,"Kasturi Nagar, Banaswadi, Bangalore 560043","Kasturi Nagar, Banaswadi, Bangalore 560043",17000000.0,30,Divya Nambiar,ACTIVE
CUST-044,SCL-DEV-44,ScaleOps Cloud Architecture LLP,IT Services,SMB,Bangalore,Karnataka,India,"BTM Layout 2nd Stage, 7th Main, Bangalore 560076","BTM Layout 2nd Stage, 7th Main, Bangalore 560076",21000000.0,30,Suresh Hegde,ACTIVE
CUST-045,PRM-PAY-45,PrimeLend Micro-Credit Tech,FinTech,SMB,Bangalore,Karnataka,India,"6th Block, Rajajinagar, Bangalore 560010","6th Block, Rajajinagar, Bangalore 560010",25000000.0,30,Suresh Hegde,ACTIVE
CUST-046,URB-LOG-46,UrbanHaul Freight Intelligence,Logistics technology,SMB,Bangalore,Karnataka,India,"Yeshwanthpur Industrial Suburb, Bangalore 560022","Yeshwanthpur Industrial Suburb, Bangalore 560022",15000000.0,30,Karthik Iyer,ACTIVE
CUST-047,CYB-GRD-47,CyberGuard Security Consultants,IT Services,SMB,Bangalore,Karnataka,India,"New BEL Road, RMV 2nd Stage, Bangalore 560054","New BEL Road, RMV 2nd Stage, Bangalore 560054",27000000.0,30,Suresh Hegde,ACTIVE
CUST-048,GEN-AI-48,Generative Vision Systems LLP,Software,SMB,Bangalore,Karnataka,India,"Lavelle Road, Shanthala Nagar, Bangalore 560001","Lavelle Road, Shanthala Nagar, Bangalore 560001",30000000.0,30,Suresh Hegde,ACTIVE
CUST-049,INS-MED-49,Insight Diagnostics Labs,Healthcare technology,SMB,Bangalore,Karnataka,India,"Sahakara Nagar, Bellary Road, Bangalore 560092","Sahakara Nagar, Bellary Road, Bangalore 560092",18000000.0,30,Divya Nambiar,ACTIVE
CUST-050,ZEN-SEM-50,Zenith Silicon Microchips,Semiconductor,SMB,Bangalore,Karnataka,India,"Singasandra, Hosur Road, Bangalore 560068","Singasandra, Hosur Road, Bangalore 560068",32000000.0,30,Arun Kulkarni,ACTIVE
CUST-051,AGR-CLD-51,AgriGrow Data Farm Solutions,Software,SMB,Bangalore,Karnataka,India,"Yelahanka New Town, Bangalore 560064","Yelahanka New Town, Bangalore 560064",16000000.0,30,Suresh Hegde,ACTIVE
CUST-052,BLR-EXP-52,Bangalore Express Delivery Network,Logistics technology,SMB,Bangalore,Karnataka,India,"Hoskote Industrial Area, Bangalore Rural 562114","Hoskote Industrial Area, Bangalore Rural 562114",22000000.0,30,Karthik Iyer,ACTIVE
CUST-053,STR-ECM-53,StoreFront Direct D2C Tech,E-commerce,SMB,Bangalore,Karnataka,India,"Jayanagar 4th Block, 11th Main, Bangalore 560011","Jayanagar 4th Block, 11th Main, Bangalore 560011",17000000.0,30,Suresh Hegde,ACTIVE
CUST-054,DEV-OPS-54,DevForge Systems Consultants,IT Services,SMB,Bangalore,Karnataka,India,"Marathahalli Main Road, Munnekollal, Bangalore 560037","Marathahalli Main Road, Munnekollal, Bangalore 560037",20000000.0,30,Suresh Hegde,ACTIVE
CUST-055,OPT-NET-55,OptiMesh Wireless Engineering,IT Services,SMB,Bangalore,Karnataka,India,"Kaggadasapura Main Road, CV Raman Nagar, Bangalore 560093","Kaggadasapura Main Road, CV Raman Nagar, Bangalore 560093",19000000.0,30,Suresh Hegde,ACTIVE
CUST-056,VIB-MED-56,Vibrant Sound & Acoustics Tech,Media technology,SMB,Bangalore,Karnataka,India,"Koramangala 1st Block, Bangalore 560034","Koramangala 1st Block, Bangalore 560034",15000000.0,30,Suresh Hegde,ACTIVE
CUST-057,BLR-UNI-57,Bangalore Institute of Applied Science,Education technology,Standard,Bangalore,Karnataka,India,"Jnana Bharathi Campus, Mysore Road, Bangalore 560056","Jnana Bharathi Campus, Mysore Road, Bangalore 560056",12000000.0,15,Meera Rao,ACTIVE
CUST-058,SFT-LNK-58,SoftLink Web Innovations LLP,Software,Standard,Bangalore,Karnataka,India,"Malleshpalya Main Road, Bangalore 560075","Malleshpalya Main Road, Bangalore 560075",8000000.0,15,Meera Rao,ACTIVE
CUST-059,KRN-PHR-59,Karnad Bio Labs LLP,Biotechnology,Standard,Bangalore,Karnataka,India,"Attibele-Anekal Road, Bangalore 562107","Attibele-Anekal Road, Bangalore 562107",10000000.0,15,Meera Rao,ACTIVE
CUST-060,NXT-DSG-60,NextLevel Product Designers LLP,Consulting,Standard,Bangalore,Karnataka,India,"Cunningham Road, Vasanth Nagar, Bangalore 560052","Cunningham Road, Vasanth Nagar, Bangalore 560052",9000000.0,15,Meera Rao,ACTIVE
CUST-061,ECH-PAY-61,EchoPay Payments Integration,FinTech,Standard,Bangalore,Karnataka,India,"HSR Layout Sector 1, 19th Main, Bangalore 560102","HSR Layout Sector 1, 19th Main, Bangalore 560102",11000000.0,15,Meera Rao,ACTIVE
CUST-062,PRC-ROB-62,Precision Motion Dynamics LLP,Manufacturing technology,Standard,Bangalore,Karnataka,India,"Rajajinagar Industrial Town, Bangalore 560044","Rajajinagar Industrial Town, Bangalore 560044",10500000.0,15,Meera Rao,ACTIVE
CUST-063,MED-SYS-63,Medicare Patient Records Solutions,Healthcare technology,Standard,Bangalore,Karnataka,India,"Basavanagudi, DVG Road, Bangalore 560004","Basavanagudi, DVG Road, Bangalore 560004",8500000.0,15,Meera Rao,ACTIVE
CUST-064,SMT-LOG-64,SmartFleet Sensor Telematics,Logistics technology,Standard,Bangalore,Karnataka,India,"HBR Layout 2nd Block, Hennur Road, Bangalore 560043","HBR Layout 2nd Block, Hennur Road, Bangalore 560043",9500000.0,15,Meera Rao,ACTIVE
CUST-065,VTR-SFT-65,VectorByte Systems Bangalore,Software,Standard,Bangalore,Karnataka,India,"Banaswadi Main Road, Subbannapalaya, Bangalore 560033","Banaswadi Main Road, Subbannapalaya, Bangalore 560033",8000000.0,15,Meera Rao,ACTIVE
CUST-066,RAD-ELC-66,Radiant Embedded Boards LLP,Electronics,Standard,Bangalore,Karnataka,India,"Kammanahalli Main Road, Bangalore 560084","Kammanahalli Main Road, Bangalore 560084",9000000.0,15,Meera Rao,ACTIVE
CUST-067,GLO-MED-67,Global Cast Media Production Hub,Media technology,Standard,Bangalore,Karnataka,India,"Kalyan Nagar HRBR Layout, Bangalore 560043","Kalyan Nagar HRBR Layout, Bangalore 560043",7500000.0,15,Meera Rao,ACTIVE
CUST-068,ACD-TEC-68,Academy of Modern Computing,Education technology,Standard,Bangalore,Karnataka,India,"Seshadripuram Main Road, Bangalore 560020","Seshadripuram Main Road, Bangalore 560020",11500000.0,15,Meera Rao,ACTIVE
CUST-069,BLR-FIN-69,Bengaluru Merchant Advisory LLP,FinTech,Standard,Bangalore,Karnataka,India,"Commercial Street, Tasker Town, Bangalore 560001","Commercial Street, Tasker Town, Bangalore 560001",8500000.0,15,Meera Rao,ACTIVE
CUST-070,ZEN-OPS-70,Zenith IT Infrastructure Care,IT Services,Standard,Bangalore,Karnataka,India,"Vidyaranyapura Main Road, Bangalore 560097","Vidyaranyapura Main Road, Bangalore 560097",9200000.0,15,Meera Rao,ACTIVE
CUST-071,BLR-ENV-71,GreenKarnataka Enviro Analytics,Software,Standard,Bangalore,Karnataka,India,"Sanjay Nagar Main Road, Bangalore 560094","Sanjay Nagar Main Road, Bangalore 560094",7800000.0,15,Meera Rao,ACTIVE
CUST-072,AUT-DEV-72,AutoCode Automation Systems LLP,Software,Standard,Bangalore,Karnataka,India,"RT Nagar Main Road, Bangalore 560032","RT Nagar Main Road, Bangalore 560032",8200000.0,15,Meera Rao,ACTIVE
CUST-073,DIG-PRT-73,DigitalPrint Enterprise Hub,Media technology,Standard,Bangalore,Karnataka,India,"Shivajinagar, Broadway Road, Bangalore 560051","Shivajinagar, Broadway Road, Bangalore 560051",7000000.0,15,Meera Rao,ACTIVE
CUST-074,SYN-LOG-74,SyncroLog Warehouse Automation,Logistics technology,Standard,Bangalore,Karnataka,India,"Kengeri Satellite Town, Bangalore 560060","Kengeri Satellite Town, Bangalore 560060",8800000.0,15,Meera Rao,ACTIVE
CUST-075,KRN-AGR-75,Karnataka Precision AgriSystems,Manufacturing technology,Standard,Bangalore,Karnataka,India,"Chikkabanavara Post, Bangalore 560090","Chikkabanavara Post, Bangalore 560090",9400000.0,15,Meera Rao,ACTIVE
CUST-076,NUX-SFT-76,Nuxion Embedded Systems India,Semiconductor,Standard,Bangalore,Karnataka,India,"Electronic City Phase 2, Bangalore 560100","Electronic City Phase 2, Bangalore 560100",11000000.0,15,Meera Rao,ACTIVE
CUST-077,TRU-MED-77,TrueScan Diagnostic Tele-Imaging,Healthcare technology,Standard,Bangalore,Karnataka,India,"BTM Layout 1st Stage, Bangalore 560068","BTM Layout 1st Stage, Bangalore 560068",8500000.0,15,Meera Rao,ACTIVE
CUST-078,FLT-OPS-78,FleetEdge Vehicle Sensors LLP,Logistics technology,Standard,Bangalore,Karnataka,India,"Hoskote Malur Road, Bangalore Rural 562114","Hoskote Malur Road, Bangalore Rural 562114",9000000.0,15,Meera Rao,ACTIVE
CUST-079,COR-CON-79,Coromandel Business Analysts Bangalore,Consulting,Standard,Bangalore,Karnataka,India,"Richmond Town, Residency Road, Bangalore 560025","Richmond Town, Residency Road, Bangalore 560025",8200000.0,15,Meera Rao,ACTIVE
CUST-080,APP-VNT-80,AppVantage Venture Studio India,Software,Standard,Bangalore,Karnataka,India,"Koramangala 3rd Block, Bangalore 560034","Koramangala 3rd Block, Bangalore 560034",9800000.0,15,Meera Rao,ACTIVE
