inventory_id,warehouse_id,variant_id,available_quantity,reserved_quantity,allocated_quantity,backorder_quantity,reorder_level,reorder_quantity,safety_stock,incoming_quantity,average_daily_demand,inventory_status,last_restocked_at,next_expected_restock
INV-00025,WH-001,VAR-0025,143,25,25,0,30,60,15,60,8.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00026,WH-001,VAR-0026,112,15,15,0,30,60,15,20,5.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00027,WH-001,VAR-0027,29,30,30,0,30,60,15,40,7.2,REPLENISHMENT_REQUIRED,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00028,WH-001,VAR-0028,33,11,11,0,30,60,15,60,11.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00029,WH-001,VAR-0029,65,11,11,0,30,60,15,60,8.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00030,WH-001,VAR-0030,138,25,25,0,30,60,15,40,5.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00031,WH-001,VAR-0031,42,12,12,0,30,60,15,60,8.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00032,WH-001,VAR-0032,58,28,28,0,30,60,15,60,7.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00033,WH-001,VAR-0033,99,17,17,0,30,60,15,40,5.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00034,WH-001,VAR-0034,42,21,21,0,30,60,15,40,4.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00035,WH-001,VAR-0035,31,8,8,0,30,60,15,20,9.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00036,WH-001,VAR-0036,126,26,26,0,30,60,15,40,8.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00037,WH-001,VAR-0037,74,17,17,0,30,60,15,60,12.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00038,WH-001,VAR-0038,92,13,13,0,30,60,15,60,10.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00039,WH-001,VAR-0039,26,26,26,0,30,60,15,60,4.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00040,WH-001,VAR-0040,138,22,22,0,30,60,15,40,10.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00041,WH-001,VAR-0041,68,8,8,0,30,60,15,40,7.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00042,WH-001,VAR-0042,83,5,5,0,30,60,15,60,11.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00043,WH-001,VAR-0043,0,4,4,0,5,12,3,0,1.6,OUT_OF_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00044,WH-001,VAR-0044,5,2,2,0,5,12,3,10,1.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00045,WH-001,VAR-0045,8,1,1,0,5,12,3,5,2.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00046,WH-001,VAR-0046,18,0,0,0,5,12,3,10,1.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00047,WH-001,VAR-0047,2,0,0,0,5,12,3,5,2.3,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00048,WH-001,VAR-0048,11,1,1,0,5,12,3,0,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00049,WH-001,VAR-0049,4,0,0,0,5,12,3,10,1.5,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00050,WH-001,VAR-0050,4,4,4,0,5,12,3,0,0.8,LOW_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00051,WH-001,VAR-0051,17,4,4,0,5,12,3,0,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00052,WH-001,VAR-0052,15,1,1,0,5,12,3,10,2.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00053,WH-001,VAR-0053,12,1,1,0,4,10,2,4,1.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00054,WH-001,VAR-0054,11,2,2,1,4,10,2,8,0.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00055,WH-001,VAR-0055,7,7,7,2,6,15,3,3,1.2,BACKORDER,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00056,WH-001,VAR-0056,4,1,1,0,4,10,2,4,0.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00057,WH-001,VAR-0057,9,1,1,3,4,10,2,0,0.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00058,WH-001,VAR-0058,12,0,0,0,4,10,2,0,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00059,WH-001,VAR-0059,14,2,2,0,4,10,2,8,0.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00060,WH-001,VAR-0060,11,3,3,0,4,10,2,8,0.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00061,WH-001,VAR-0061,10,3,3,0,4,10,2,4,1.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00062,WH-001,VAR-0062,4,0,0,0,4,10,2,8,0.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00063,WH-001,VAR-0063,7,3,3,1,4,10,2,8,0.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00064,WH-001,VAR-0064,11,0,0,0,4,10,2,4,0.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00065,WH-001,VAR-0065,23,9,9,0,18,45,10,15,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00066,WH-001,VAR-0066,67,6,6,0,18,45,10,35,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00067,WH-001,VAR-0067,69,9,9,0,18,45,10,15,4.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00068,WH-001,VAR-0068,80,5,5,0,18,45,10,15,5.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00069,WH-001,VAR-0069,79,2,2,0,18,45,10,15,7.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00070,WH-001,VAR-0070,40,7,7,0,18,45,10,35,4.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00071,WH-001,VAR-0071,37,14,14,0,18,45,10,15,2.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00072,WH-001,VAR-0072,10,14,14,0,18,45,10,35,7.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00073,WH-001,VAR-0073,68,11,11,0,18,45,10,35,5.8,REPLENISHMENT_REQUIRED,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00074,WH-001,VAR-0074,81,17,17,0,18,45,10,15,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00075,WH-001,VAR-0075,37,3,3,0,18,45,10,15,6.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00076,WH-001,VAR-0076,85,50,50,0,20,60,12,40,4.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00077,WH-001,VAR-0077,17,3,3,0,18,45,10,35,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00078,WH-001,VAR-0078,77,7,7,0,18,45,10,15,7.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00079,WH-001,VAR-0079,20,7,7,0,18,45,10,15,5.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00080,WH-001,VAR-0080,40,14,14,0,18,45,10,15,7.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00081,WH-001,VAR-0081,82,9,9,0,18,45,10,15,5.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00082,WH-001,VAR-0082,63,20,20,0,18,45,10,35,7.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00083,WH-001,VAR-0083,36,12,12,0,18,45,10,15,3.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00084,WH-001,VAR-0084,26,11,11,0,18,45,10,35,3.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00085,WH-001,VAR-0085,19,2,2,0,18,45,10,35,5.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00086,WH-001,VAR-0086,82,5,5,0,18,45,10,15,5.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00087,WH-001,VAR-0087,74,10,10,0,18,45,10,15,7.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00088,WH-001,VAR-0088,18,9,9,0,18,45,10,35,3.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00089,WH-001,VAR-0089,66,19,19,0,18,45,10,35,5.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00090,WH-001,VAR-0090,77,2,2,0,18,45,10,35,7.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00091,WH-001,VAR-0091,0,6,6,0,18,45,10,35,2.6,OUT_OF_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00092,WH-001,VAR-0092,23,19,19,0,18,45,10,15,3.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00093,WH-001,VAR-0093,36,12,12,0,18,45,10,15,5.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00094,WH-001,VAR-0094,43,18,18,0,18,45,10,35,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00095,WH-001,VAR-0095,16,4,4,0,18,45,10,35,6.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00096,WH-001,VAR-0096,15,2,2,0,18,45,10,35,6.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00097,WH-001,VAR-0097,45,5,5,0,10,25,5,10,3.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00098,WH-001,VAR-0098,40,7,7,0,10,25,5,10,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00099,WH-001,VAR-0099,14,1,1,0,10,25,5,20,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00100,WH-001,VAR-0100,14,7,7,0,10,25,5,10,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00101,WH-001,VAR-0101,28,1,1,0,10,25,5,20,1.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00102,WH-001,VAR-0102,20,2,2,0,10,25,5,20,3.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00103,WH-001,VAR-0103,31,3,3,0,10,25,5,10,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00104,WH-001,VAR-0104,16,7,7,0,10,25,5,10,1.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00105,WH-001,VAR-0105,26,7,7,0,10,25,5,10,1.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00106,WH-001,VAR-0106,11,7,7,0,10,25,5,10,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00107,WH-001,VAR-0107,19,4,4,0,10,25,5,20,2.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00108,WH-001,VAR-0108,19,4,4,0,10,25,5,10,3.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00109,WH-001,VAR-0109,30,6,6,0,10,25,5,20,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00110,WH-001,VAR-0110,22,6,6,0,10,25,5,20,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00111,WH-001,VAR-0111,39,6,6,0,10,25,5,10,1.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00112,WH-001,VAR-0112,21,3,3,0,10,25,5,20,1.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00113,WH-001,VAR-0113,43,7,7,0,10,25,5,20,3.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00114,WH-001,VAR-0114,25,7,7,0,10,25,5,10,2.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00115,WH-001,VAR-0115,85,5,5,0,15,35,8,30,1.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00116,WH-001,VAR-0116,67,2,2,0,15,35,8,15,3.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00117,WH-001,VAR-0117,20,12,12,0,15,35,8,30,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00118,WH-001,VAR-0118,27,13,13,0,15,35,8,30,3.8,REPLENISHMENT_REQUIRED,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00119,WH-001,VAR-0119,64,7,7,0,15,35,8,30,4.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00120,WH-001,VAR-0120,82,4,4,0,15,35,8,15,3.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00121,WH-001,VAR-0121,60,12,12,0,15,35,8,15,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00122,WH-001,VAR-0122,50,8,8,0,15,35,8,15,2.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00123,WH-001,VAR-0123,38,8,8,0,15,35,8,30,3.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00124,WH-001,VAR-0124,68,12,12,0,15,35,8,15,3.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00125,WH-001,VAR-0125,33,12,12,0,15,35,8,15,2.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00126,WH-001,VAR-0126,54,3,3,0,15,35,8,15,4.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00127,WH-001,VAR-0127,40,14,14,0,15,35,8,15,2.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00128,WH-001,VAR-0128,17,5,5,0,15,35,8,30,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00129,WH-001,VAR-0129,21,9,9,0,15,35,8,30,5.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00130,WH-001,VAR-0130,85,5,5,0,15,35,8,30,3.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00131,WH-001,VAR-0131,43,4,4,0,15,35,8,15,5.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00132,WH-001,VAR-0132,25,14,14,0,15,35,8,30,2.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00133,WH-001,VAR-0133,78,9,9,0,15,35,8,15,4.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00134,WH-001,VAR-0134,27,9,9,0,15,35,8,15,5.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00135,WH-001,VAR-0135,79,10,10,0,15,35,8,30,5.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00136,WH-001,VAR-0136,320,200,200,0,50,200,35,100,18.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00137,WH-001,VAR-0137,68,11,11,0,15,35,8,30,5.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00138,WH-001,VAR-0138,82,9,9,0,15,35,8,15,4.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00139,WH-001,VAR-0139,72,9,9,0,15,35,8,30,4.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00140,WH-001,VAR-0140,47,14,14,0,15,35,8,30,4.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00141,WH-001,VAR-0141,47,9,9,0,15,35,8,15,4.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00142,WH-001,VAR-0142,42,6,6,0,15,35,8,30,2.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00143,WH-001,VAR-0143,81,3,3,0,15,35,8,15,2.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00144,WH-001,VAR-0144,61,13,13,0,15,35,8,15,4.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00145,WH-001,VAR-0145,20,8,8,0,15,35,8,30,3.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00146,WH-001,VAR-0146,71,8,8,0,15,35,8,15,2.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00147,WH-001,VAR-0147,65,8,8,0,15,35,8,15,5.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00148,WH-001,VAR-0148,85,8,8,0,15,35,8,30,1.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00149,WH-001,VAR-0149,57,6,6,0,15,35,8,30,5.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00150,WH-001,VAR-0150,65,10,10,0,15,35,8,15,3.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00151,WH-001,VAR-0151,380,200,200,0,60,250,40,150,22.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00152,WH-001,VAR-0152,219,42,42,0,60,180,40,150,10.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00153,WH-001,VAR-0153,252,57,57,0,60,180,40,250,33.9,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00154,WH-001,VAR-0154,450,25,25,0,60,180,40,150,37.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00155,WH-001,VAR-0155,0,49,49,0,60,180,40,50,37.2,OUT_OF_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00156,WH-001,VAR-0156,383,51,51,0,60,180,40,250,10.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00157,WH-001,VAR-0157,409,42,42,0,60,180,40,50,36.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00158,WH-001,VAR-0158,173,18,18,0,60,180,40,150,21.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00159,WH-001,VAR-0159,188,44,44,0,60,180,40,150,20.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00160,WH-001,VAR-0160,274,32,32,0,60,180,40,150,17.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00161,WH-001,VAR-0161,121,45,45,0,60,180,40,50,32.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00162,WH-001,VAR-0162,106,37,37,0,60,180,40,50,29.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00163,WH-001,VAR-0163,479,56,56,0,60,180,40,50,32.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00164,WH-001,VAR-0164,206,27,27,0,60,180,40,50,28.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00165,WH-001,VAR-0165,42,4,4,0,15,35,8,30,4.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00166,WH-001,VAR-0166,84,5,5,0,15,35,8,30,4.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00167,WH-001,VAR-0167,59,4,4,0,15,35,8,15,5.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00168,WH-001,VAR-0168,163,34,34,0,60,180,40,50,27.4,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00169,WH-001,VAR-0169,51,11,11,0,15,35,8,30,3.3,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00170,WH-001,VAR-0170,37,3,3,0,15,35,8,15,2.0,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00171,WH-001,VAR-0171,50,15,15,0,15,35,8,15,5.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00172,WH-001,VAR-0172,97,30,30,0,30,60,15,20,6.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00173,WH-001,VAR-0173,79,26,26,0,30,60,15,40,4.6,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00174,WH-001,VAR-0174,107,15,15,0,30,60,15,20,10.8,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00175,WH-001,VAR-0175,130,20,20,0,30,60,15,20,7.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00176,WH-001,VAR-0176,71,25,25,0,30,60,15,40,9.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00177,WH-001,VAR-0177,80,10,10,0,30,60,15,60,8.2,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00178,WH-001,VAR-0178,108,13,13,0,30,60,15,60,10.5,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00179,WH-001,VAR-0179,93,29,29,0,30,60,15,40,7.7,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
INV-00180,WH-001,VAR-0180,130,28,28,0,30,60,15,60,6.1,IN_STOCK,2026-02-15T09:30:00Z,2026-03-20T14:00:00Z
